id,year,born,age,core,site,lifespan,lyre,blue,eyec,attend,fight,dist,MS
D244168,2011,2007,4,core,NYR,5,226,0.234,3.76,0.83,0,33.09,0
D244168,2012,2007,5,core,NYR,5,NA,NA,NA,1,0.19,21.93,6
D244179,2008,2007,1,core,NYR,3,204,0.2,2.86,0,NA,NA,0
D244179,2009,2007,2,core,NYR,3,224,0.201,3.24,NA,NA,NA,0
D244179,2010,2007,3,core,NYR,3,NA,0.206,4.32,0.92,0.19,21.78,0
D244183,2008,2007,1,core,KUM,4,182,0.225,2.117,0,NA,NA,0
D244183,2009,2007,2,core,KUM,4,NA,NA,NA,0.97,0.17,7,3
D244183,2010,2007,3,core,KUM,4,218,0.215,3.022,0.99,0.43,17.18,1
D244183,2011,2007,4,core,KUM,4,219,0.253,3.637,0.89,0.38,14.56,1
D244186,2008,2007,1,core,KUM,5,195,0.215,2.49,0,NA,NA,0
D244186,2009,2007,2,core,KUM,5,212,0.225,3.6,0.87,0.15,21.02,1
D244186,2010,2007,3,core,KUM,5,226,0.226,4.39,1,0.18,16,0
D244186,2011,2007,4,core,KUM,5,220,0.251,4.63,1,0.22,5.66,22
D244186,2012,2007,5,core,KUM,5,NA,NA,NA,0.97,0.26,21.84,1
D247994,2009,2008,1,core,NYR,2,193,0.205,2.12,0,NA,NA,0
D247994,2010,2008,2,core,NYR,2,225,0.229,3.01,0.92,0.22,24.02,0
D229516,2006,2005,1,core,LEH,2,192,0.217,2.14,1,0.15,13.93,2
D229516,2007,2005,2,core,LEH,2,NA,NA,NA,0.96,0.28,5,3
D229054,2005,2004,1,core,LEH,2,179,0.214,1.67,0.04,NA,NA,0
D229054,2006,2004,2,core,LEH,2,217,0.243,4.85,0.87,0.13,32.7,0
D237233,2007,2006,1,core,SAA,2,182,0.206,1.67,0,NA,NA,0
D237233,2008,2006,2,core,SAA,2,215,NA,2.43,0.71,0,54.58,0
D237327,2007,2006,1,core,KUM,2,202,0.23,1.37,0.51,0.07,34.44,0
D237327,2008,2006,2,core,KUM,2,226,0.291,4.37,0.6,0.16,24.35,2
D237396,2007,2006,1,core,NYR,2,192,0.211,2.31,0,NA,NA,0
D237396,2008,2006,2,core,NYR,2,234,0.244,5.42,0.76,0,45.01,0
D244001,2007,2006,1,core,LEH,2,195,0.257,2.27,0.13,NA,NA,0
D244001,2008,2006,2,core,LEH,2,227,0.288,4.34,0.56,0.55,24.84,0
D244005,2007,2006,1,core,SAA,3,190,0.221,2.79,0.57,0.2,25.32,0
D244005,2008,2006,2,core,SAA,3,NA,NA,NA,1,0.45,10.05,21
D244005,2009,2006,3,core,SAA,3,222,0.237,3.72,0.98,0.28,9.43,11
D244112,2007,2006,1,core,KUM,2,199,0.224,1.33,0.56,0.31,26.83,0
D244112,2008,2006,2,core,KUM,2,235,0.298,NA,0.98,0.29,19.1,7
D244121,2007,2006,1,core,SAA,2,NA,NA,NA,0,NA,NA,0
D244121,2008,2006,2,core,SAA,2,227,0.25,5.01,0.98,0.33,9.43,5
