parameter	outer_width	inner_width	point_est	ll	l	m	h	hh
r_site:id[SAA_D229162,Intercept]	0.95	0.8	median	-0.6134354906134176	-0.41896561740754695	-0.02670694493889164	0.33083933176538527	0.49385554339942095
r_site:id[SAA_D229170,Intercept]	0.95	0.8	median	-0.5934457952777257	-0.3608787336237098	-0.0057551814568141575	0.3565597136576678	0.5405582005941961
r_site:id[SAA_D229171,Intercept]	0.95	0.8	median	-0.4738995803507246	-0.2651661564738741	0.10408762150344712	0.5104569817791064	0.7337097209094521
r_site:id[SAA_D229186,Intercept]	0.95	0.8	median	-0.514859754968351	-0.29974042878855256	0.08098582611831975	0.45140404855293825	0.6633147415190385
r_site:id[SAA_D229633,Intercept]	0.95	0.8	median	-0.4110929326746302	-0.20027796655216268	0.17365950679841552	0.5387927630836585	0.7562313073557902
r_site:id[SAA_D229638,Intercept]	0.95	0.8	median	-0.8397702415043014	-0.5694842770775287	-0.14071038592651508	0.29270600730191487	0.5134499547894125
r_site:id[SAA_D229759,Intercept]	0.95	0.8	median	-0.5710377812485808	-0.35568283130007794	0.022906290993373463	0.41713608834422483	0.6288184252194213
r_site:id[SAA_D229775,Intercept]	0.95	0.8	median	-0.48003286568521286	-0.2912499422901909	0.07369998900663993	0.45114591536802107	0.6630448011762144
r_site:id[SAA_D229777,Intercept]	0.95	0.8	median	-0.6842377974226846	-0.5030897846495479	-0.14469887067305276	0.2113410262578323	0.3937014580326146
r_site:id[SAA_D229780,Intercept]	0.95	0.8	median	-0.6538770390879086	-0.4374868803289411	-0.039495967144788535	0.32483843342856994	0.5704301955952009
r_site:id[SAA_D237232,Intercept]	0.95	0.8	median	-0.43565598405019	-0.18924969638427658	0.16972254457582991	0.5767424106593486	0.7909403612492893
r_site:id[SAA_D237233,Intercept]	0.95	0.8	median	-0.9343282770381691	-0.6643310002269964	-0.20583777749136906	0.1949950651701463	0.4269954459744433
r_site:id[SAA_D237355,Intercept]	0.95	0.8	median	-0.44709682332691314	-0.2504839759269364	0.1640428196491679	0.6243120282043769	0.890542394865071
r_site:id[SAA_D237369,Intercept]	0.95	0.8	median	-0.9257052480140089	-0.6617167671625701	-0.20217217335625515	0.20483811825748907	0.41649211717183093
r_site:id[SAA_D237370,Intercept]	0.95	0.8	median	-0.8737111447044407	-0.6473881364162085	-0.17498848506109663	0.23611204114882356	0.47484745725197974
