parameter,outer_width,inner_width,point_est,ll,l,m,h,hh,trait
b_scaletotal_load,0.95,0.8,median,-0.185208588563262,-0.154583203142276,-0.100940886274233,-0.0463078795871725,-0.0133933905592339,Attendance
b_scaletotal_load,0.95,0.8,median,-0.0914543312346368,-0.0562845538604485,0.0139592038453565,0.0807237843137305,0.11679950579835,Fighting
b_scaletotal_load,0.95,0.8,median,-0.0851471757441626,-0.0422720891627038,0.0360714146098386,0.117041864227186,0.163202057233855,Centrality
b_scaletotal_load,0.95,0.8,median,-0.0895803545896595,-0.0621051727873119,-0.00333137221522241,0.0503092033554665,0.086595717808816,Eye comb
b_scaletotal_load,0.95,0.8,median,-0.12826315778748,-0.0917110690163616,-0.0279451245407879,0.03822124308281,0.0783033349272023,Blue chroma
b_scaletotal_load,0.95,0.8,median,-0.0964203153660667,-0.0728655750478332,-0.0282619842888782,0.0152539297900615,0.0367804394480739,Lyre size
