parameter	outer_width	inner_width	point_est	ll	l	m	h	hh	model
b_scalefroh1	0.95	0.8	median	-0.22483409917132136	-0.18597265065471613	-0.11666350185020011	-0.05350594831044895	-0.02080126111074705	Inbreeding
