parameter	outer_width	inner_width	point_est	ll	l	m	h	hh
r_site:id[SAA_D244123,Intercept]	0.95	0.8	median	-0.8301590876852996	-0.6765757837589553	-0.3475201225785962	0.002999596306521498	0.1730271030908564
r_site:id[TEE_D154259,Intercept]	0.95	0.8	median	0.07514733311674565	0.26148354074404934	0.5943702278284326	0.928676749741763	1.106435269693249
r_site:id[TEE_D154299,Intercept]	0.95	0.8	median	-1.0540019848256303	-0.8947437022336076	-0.6162664407532821	-0.33387595065611475	-0.15894226640411455
r_site:id[TEE_D211445,Intercept]	0.95	0.8	median	-0.015738949253474934	0.10597109728022557	0.32983733370424195	0.566218459359548	0.6757306780707851
r_site:id[TEE_D211451,Intercept]	0.95	0.8	median	-0.4718671928957694	-0.32718798041098246	-0.04787036137107743	0.24459179662186364	0.39606105953642423
r_site:id[TEE_D217810,Intercept]	0.95	0.8	median	-0.1754519899793786	-0.04537318956431098	0.23229048826323873	0.514281069387562	0.6686842137926552
r_site:id[TEE_D217831,Intercept]	0.95	0.8	median	0.05779415483879147	0.18940338701342513	0.4815821024859349	0.7683675857759446	0.9048112304563228
r_site:id[TEE_D217835,Intercept]	0.95	0.8	median	-0.5383791646350086	-0.37839196101744793	-0.023204828949838725	0.30569815861381916	0.4982894440501715
r_site:id[TEE_D217864,Intercept]	0.95	0.8	median	-0.4581167229046257	-0.33038847333206095	-0.04534790981228025	0.2302530070036965	0.35980777039203093
r_site:id[TEE_D217993,Intercept]	0.95	0.8	median	-1.0220616304532775	-0.8912929969338097	-0.6370577846561136	-0.37855861483807046	-0.24887090279536428
r_site:id[TEE_D229063,Intercept]	0.95	0.8	median	-0.7701228139218438	-0.6249771556150264	-0.32851629173488783	-0.06183569957391113	0.07550996670345841
r_site:id[TEE_D229155,Intercept]	0.95	0.8	median	-0.7185316474659833	-0.6008905145195708	-0.3593126599901522	-0.11592098113995589	0.032075201709612734
r_site:id[TEE_D229675,Intercept]	0.95	0.8	median	-0.5462278723222438	-0.3562140211559669	-0.023442365322791238	0.3169874760051305	0.490861828631604
r_site:id[TEE_D229676,Intercept]	0.95	0.8	median	-0.21853005619271954	-0.04546256934702037	0.29476933742966993	0.628503313341948	0.827295329236214
r_site:id[TEE_D229705,Intercept]	0.95	0.8	median	-0.2879004985237792	-0.17637417011066134	0.03201237218672988	0.23511225796167243	0.33960839249603797
r_site:id[TEE_D229707,Intercept]	0.95	0.8	median	-0.012499447074979306	0.12772325290568926	0.41967941924417274	0.7011337938628829	0.8517983175373067
r_site:id[TEE_D229753,Intercept]	0.95	0.8	median	0.014543044963019865	0.14065509069665338	0.3844420798202911	0.6340475597050677	0.7658564446064386
r_site:id[TEE_D237304,Intercept]	0.95	0.8	median	-0.3493202675454222	-0.18756016032752548	0.08102541530589136	0.35399286338949215	0.5095837950676189
r_site:id[TEE_D237385,Intercept]	0.95	0.8	median	0.35071063003888303	0.5042528963681353	0.7687861019911266	1.03980217521016	1.184766465053113
r_site:id[TEE_D244025,Intercept]	0.95	0.8	median	-0.31699594424637423	-0.17495741331423983	0.10967835079596117	0.380814570277067	0.5396040532933112
r_site:id[TEE_D244027,Intercept]	0.95	0.8	median	-0.5647974340806216	-0.45288575107579954	-0.2314100251056742	0.011017374673960165	0.12370806963658074
r_year[2002,Intercept]	0.95	0.8	median	-0.10483044549952462	-0.047347265484544016	0.04134758984508742	0.14623354195997615	0.22417216310135363
r_year[2003,Intercept]	0.95	0.8	median	-0.2583398058858977	-0.19081126739034718	-0.0867156179915538	-0.005353890624948233	0.03602637166721557
r_year[2004,Intercept]	0.95	0.8	median	-0.11670373236818718	-0.07115349463204435	0.011980056756888303	0.09264227704365231	0.1472785787345339
r_year[2005,Intercept]	0.95	0.8	median	-0.13548582417973076	-0.09711841246929497	-0.01890801037892586	0.057088431487965725	0.09987035329325095
r_year[2006,Intercept]	0.95	0.8	median	-0.18322302850264965	-0.14047128595853078	-0.06385996885766279	0.003958147665293699	0.03819227348682708
r_year[2007,Intercept]	0.95	0.8	median	-0.027674486843689294	0.007041363058867123	0.07928410038551863	0.16432998673378651	0.2140091112174505
r_year[2008,Intercept]	0.95	0.8	median	-0.021585976559957795	0.008373523096922564	0.0737102391413499	0.15289797792626103	0.20127763628897188
r_year[2009,Intercept]	0.95	0.8	median	-0.21982771810374782	-0.16164461831408697	-0.06803990074691713	0.008293345492973322	0.05014209771458641
r_year[2010,Intercept]	0.95	0.8	median	-0.06829600320494002	-0.024475481814782006	0.06969760788109304	0.1988778636726839	0.28022868885163366
r_year[2011,Intercept]	0.95	0.8	median	-0.12283234735008963	-0.06410323376705124	0.030034631639612015	0.1363526408843319	0.22399253528268825
r_year[2012,Intercept]	0.95	0.8	median	-0.17823734082929094	-0.10369746575129564	0.008318629405425887	0.14476247088862218	0.22958123756697627
r_year[2013,Intercept]	0.95	0.8	median	-0.37994065763341056	-0.23163604411538274	-0.060896263064018887	0.04761113333890246	0.11333400769045977
lprior	0.95	0.8	median	-10.407108713901087	-10.349658091952735	-10.246985344968216	-10.15696095739369	-10.105661708193063
lp__	0.95	0.8	median	-500.7411154130324	-489.7759967574307	-467.947108087464	-447.00088574058503	-436.34495091897605
