parameter	outer_width	inner_width	point_est	ll	l	m	h	hh
r_site:id[KUM_D211478,Intercept]	0.95	0.8	median	-0.09236438347068965	0.07477802641431112	0.4229548462182962	0.7848423931902159	0.9650249240397087
r_site:id[KUM_D211482,Intercept]	0.95	0.8	median	-0.7496772587728088	-0.5422710254032906	-0.16699964483613738	0.1739716850140044	0.3459487754100168
r_site:id[KUM_D217818,Intercept]	0.95	0.8	median	-0.7018669361929887	-0.510706303024581	-0.11578756020420035	0.20304212849387213	0.3846712692050776
r_site:id[KUM_D217896,Intercept]	0.95	0.8	median	-0.2942543736128277	-0.10540153189439773	0.2002543125414521	0.5360037446814753	0.7353481127005753
r_site:id[KUM_D217897,Intercept]	0.95	0.8	median	-0.4368012802440275	-0.2827295314917018	0.03634171305866819	0.3431180933845903	0.5315942744080656
r_site:id[KUM_D217932,Intercept]	0.95	0.8	median	-0.5952398754023974	-0.35686506374546456	0.008492508627933913	0.370980623699099	0.5916482183550134
r_site:id[KUM_D217969,Intercept]	0.95	0.8	median	-0.5564666090410915	-0.39036248611032576	-0.046136594383829256	0.2847391799478192	0.48250358660693893
r_site:id[KUM_D217977,Intercept]	0.95	0.8	median	-0.32445374237182667	-0.16159579450687067	0.16284015604675406	0.5344873596039266	0.8039606792749169
r_site:id[KUM_D229025,Intercept]	0.95	0.8	median	-0.5168758705809723	-0.3239017138856713	0.014156840083720248	0.3515141114991779	0.5386915078877311
r_site:id[KUM_D229043,Intercept]	0.95	0.8	median	-0.44804111259016827	-0.27535990761833845	0.08934626545905469	0.44120341029771193	0.6598948495026887
r_site:id[KUM_D229126,Intercept]	0.95	0.8	median	-0.4988938191391283	-0.30572275731984966	0.009195883246903526	0.36554630036665875	0.5359656272989826
r_site:id[KUM_D229164,Intercept]	0.95	0.8	median	-0.6374156723563195	-0.42066453576700735	-0.04797280203074766	0.328579742715344	0.5219169412592376
r_site:id[KUM_D229165,Intercept]	0.95	0.8	median	-0.06352333655494193	0.11322587838252328	0.44416657968664586	0.8296161564198948	0.9949875206946287
r_site:id[KUM_D229167,Intercept]	0.95	0.8	median	-0.4860955301736465	-0.3145225174918558	-0.018294954430030486	0.27677529848025006	0.42630942512183195
r_site:id[KUM_D229192,Intercept]	0.95	0.8	median	-0.505247026019382	-0.3019491026864905	0.03207638327642525	0.3683526848542009	0.5386094484314243
r_site:id[KUM_D229193,Intercept]	0.95	0.8	median	-0.7305349931207019	-0.5699036995284744	-0.27822258754562945	0.008730467020416192	0.16374608894190176
r_site:id[KUM_D229509,Intercept]	0.95	0.8	median	-0.562287874672709	-0.35906852663206773	0.01274176933459642	0.4049487938997441	0.5655453479927497
r_site:id[KUM_D229512,Intercept]	0.95	0.8	median	-0.6281945597223575	-0.4189274649368159	-0.08386347491432714	0.2689810651809379	0.4404856999504271
r_site:id[KUM_D229599,Intercept]	0.95	0.8	median	-0.20039992448484406	-0.03794847200893828	0.3358035557512514	0.7130716871427718	0.9360172595203387
r_site:id[KUM_D229635,Intercept]	0.95	0.8	median	-0.4740501232745448	-0.27603801392751703	0.09324448875702748	0.4960080166868129	0.7308820062198919
r_site:id[KUM_D229658,Intercept]	0.95	0.8	median	-0.703653305780876	-0.5114318781514731	-0.20867085952733241	0.07198314180439301	0.2281310274097326
r_site:id[KUM_D229721,Intercept]	0.95	0.8	median	-0.07996224187855659	0.10896152889977154	0.463393291422574	0.8780043767228688	1.1052937219035464
r_site:id[KUM_D229735,Intercept]	0.95	0.8	median	-0.5275902523924737	-0.35526204433096603	0.006129787236864631	0.33967996191550426	0.5289226884763484
r_site:id[KUM_D229737,Intercept]	0.95	0.8	median	-0.884151578523163	-0.650392103078163	-0.2770754734496259	0.059363795393752694	0.23354843754973315
r_site:id[KUM_D237206,Intercept]	0.95	0.8	median	-0.7972857526496783	-0.5814679474588897	-0.23508089404499172	0.10549206754298145	0.30589488611203536
r_site:id[KUM_D237235,Intercept]	0.95	0.8	median	-0.6336046997682797	-0.4162244118321315	-0.04144736070468276	0.3358328970056414	0.5499839667810332
r_site:id[KUM_D237258,Intercept]	0.95	0.8	median	-0.5068261425531193	-0.36196385751881316	-0.08003940908338081	0.19031059978621168	0.33501970082867644
r_site:id[KUM_D237310,Intercept]	0.95	0.8	median	-0.40977084983683526	-0.23820022207082603	0.0813753594060544	0.43042712976153774	0.637647244328316
r_site:id[KUM_D237311,Intercept]	0.95	0.8	median	-0.5301714023871611	-0.3418470475889869	0.026818421184706467	0.41543441961125765	0.6289328118165308
r_site:id[KUM_D237313,Intercept]	0.95	0.8	median	-0.5793039306673808	-0.43247643587489726	-0.15348115741481652	0.09626154282489943	0.2378208879221988
r_site:id[KUM_D237325,Intercept]	0.95	0.8	median	-0.22722452419245043	-0.04950845013535	0.26554253287945745	0.6401179615395011	0.8397335229748208
r_site:id[KUM_D237327,Intercept]	0.95	0.8	median	-0.5943800440367535	-0.4100562529742493	-0.06592880889490685	0.26611359501497306	0.43361429274652663
r_site:id[KUM_D237337,Intercept]	0.95	0.8	median	-0.6871285360267017	-0.5004595189502634	-0.1701439391998721	0.13912901621765308	0.2908855983517172
r_site:id[KUM_D237339,Intercept]	0.95	0.8	median	-0.49875105720961055	-0.340529129065712	-0.007933106997802194	0.29079340550178173	0.44560068433085687
r_site:id[KUM_D237340,Intercept]	0.95	0.8	median	-0.3490945041194308	-0.16892822691818765	0.11540651055532425	0.40694198862651804	0.5527698433307628
r_site:id[KUM_D237389,Intercept]	0.95	0.8	median	-0.5027363918486525	-0.27603682392748174	0.08139651341398987	0.4535052502646437	0.6560715318168663
