id	gerp_cat	n_total	n_genotyped	gerp_count_p	gerp_count_r	gerp_count_t	gerp_Lp	gerp_Lr	gerp_Lt
D229043	3-4	536380	450329	67357	44365	111722	0.1495728678366261	0.09851686211636382	0.24808972995298992
D229043	4-5	404284	348131	46671	29707	76378	0.13406160324705355	0.08533282011656532	0.21939442336361886
D229051	0-1	1016065	766377	125580	82342	207922	0.1638619113047495	0.10744320354081607	0.2713051148455656
D229051	1-2	536152	396136	64608	40031	104639	0.1630955025546782	0.10105367853464467	0.26414918108932284
D229051	2-3	421585	314244	50569	30567	81136	0.16092272247043699	0.0972715469507771	0.2581942694212141
D229051	3-4	536380	439002	67229	42626	109855	0.15314053238937408	0.0970975075284395	0.25023803991781357
D229051	4-5	404284	339780	46375	28597	74972	0.1364853728883395	0.08416328212372712	0.22064865501206662
D229054	0-1	1016065	900934	146259	99096	245355	0.16234152557235046	0.10999251887485653	0.272334044447207
D229054	1-2	536152	476368	76514	49420	125934	0.16061952104255534	0.10374332448863063	0.264362845531186
D229054	2-3	421585	375705	59281	37635	96916	0.157786028932274	0.10017167724677606	0.25795770617905006
D229054	3-4	536380	492688	74702	48622	123324	0.15162131003799564	0.09868720163673562	0.2503085116747313
D229054	4-5	404284	375902	50961	31963	82924	0.1355699091784561	0.08503014083457923	0.22060005001303531
D229055	0-1	1016065	855541	139668	93005	232673	0.16325108907697	0.10870899232181742	0.2719600813987874
D229055	1-2	536152	454725	73141	47245	120386	0.160846665567101	0.10389796030567926	0.26474462587278025
D229055	2-3	421585	358528	56416	35750	92166	0.1573545162441985	0.09971327204569796	0.25706778828989646
D229055	3-4	536380	477955	72873	46856	119729	0.15246832860834178	0.09803433377619232	0.2505026623845341
D229055	4-5	404284	366243	50503	30598	81101	0.13789478570238886	0.0835456240801872	0.22144040978257604
D229056	0-1	1016065	969147	165781	103483	269264	0.17105867324564797	0.1067774032215959	0.2778360764672439
D229056	1-2	536152	513512	86787	51858	138645	0.1690067612830859	0.10098692922463351	0.2699936905077194
D229056	2-3	421585	404341	66684	39217	105901	0.16492020349160733	0.09698991692655456	0.2619101204181619
D229056	3-4	536380	521583	83290	49606	132896	0.15968695298734814	0.09510662732489364	0.25479358031224175
D229056	4-5	404284	395742	56342	32403	88745	0.14237053433802832	0.08187910305198842	0.22424963739001672
D229063	0-1	1016065	917451	151125	99999	251124	0.16472269363704437	0.10899655676433946	0.27371925040138384
D229063	1-2	536152	485242	79899	49368	129267	0.1646580469126745	0.10173892614406832	0.2663969730567428
D229063	2-3	421585	382481	61570	37486	99056	0.1609753164209464	0.09800748272463207	0.2589827991455785
D229063	3-4	536380	496282	75399	48555	123954	0.15192773463474396	0.09783751979721207	0.24976525443195602
D229063	4-5	404284	375809	50704	31802	82506	0.1349196001160164	0.08462277380264975	0.21954237391866613
D229082	0-1	1016065	901664	146564	99243	245807	0.16254835504134577	0.11006649927245626	0.27261485431380206
D229082	1-2	536152	473088	76788	48728	125516	0.16231229707792208	0.10299986471861472	0.26531216179653677
D229082	2-3	421585	373031	58951	37150	96101	0.15803244234393388	0.09958957834603559	0.2576220206899695
D229082	3-4	536380	487074	73541	47999	121540	0.15098527123188674	0.0985456008737892	0.24953087210567593
D229082	4-5	404284	367742	49359	31063	80422	0.1342218185575757	0.08446954658429007	0.21869136514186577
D229093	0-1	1016065	972967	162005	105994	267999	0.1665061610517109	0.10893894654186627	0.27544510759357715
D229093	1-2	536152	514424	84974	52677	137651	0.16518280640094551	0.10239996578697728	0.2675827721879228
D229093	2-3	421585	405084	65935	40021	105956	0.1627687096997166	0.09879679276396994	0.26156550246368654
D229093	3-4	536380	518263	80009	50445	130454	0.15437914726692817	0.09733475088902739	0.2517138981559556
D229093	4-5	404284	390957	54828	32252	87080	0.1402404868054543	0.08249500584463253	0.22273549265008682
D229096	0-1	1016065	966873	159538	106178	265716	0.16500409050619885	0.10981587033664193	0.27481996084284077
D229096	1-2	536152	510124	84487	52327	136814	0.16562051579615936	0.10257702048913597	0.26819753628529536
D229096	2-3	421585	401739	64754	39651	104405	0.1611842514667483	0.0986984086683145	0.25988266013506284
D229096	3-4	536380	515357	79019	50024	129043	0.15332866343136894	0.09706669357358103	0.25039535700494997
D229096	4-5	404284	390217	53501	32379	85880	0.1371057642286215	0.08297690772057599	0.2200826719491975
D229097	0-1	1016065	942736	153325	103568	256893	0.16263832080243038	0.10985896369715381	0.2724972844995842
D229097	1-2	536152	498944	81151	51044	132195	0.16264550731144176	0.1023040661877886	0.2649495734992304
D229097	2-3	421585	393437	62131	39321	101452	0.15791854858592355	0.09994230334208526	0.2578608519280088
D229097	3-4	536380	506966	77303	49643	126946	0.15248162598675255	0.09792175412157818	0.25040338010833074
D229097	4-5	404284	383752	52126	32174	84300	0.1358325168337885	0.08384060539098168	0.21967312222477017
D229103	0-1	1016065	856917	142347	91837	234184	0.16611527137400706	0.10717140633223521	0.27328667770624226
D229103	1-2	536152	438964	72039	44567	116606	0.16411140776920202	0.10152768791973829	0.26563909568894034
D229103	2-3	421585	346637	55973	33976	89949	0.1614743954049914	0.0980160802222498	0.2594904756272412
D229103	3-4	536380	474789	73300	46235	119535	0.15438436863533064	0.09738009937045719	0.25176446800578783
D229103	4-5	404284	368101	50334	30987	81321	0.13673964482574077	0.08418070040559521	0.22092034523133597
D229126	0-1	1016065	968611	163130	104842	267972	0.16841642310483776	0.10823953062684608	0.27665595373168383
D229126	1-2	536152	513025	85705	52242	137947	0.1670581355684421	0.10183129477120997	0.26888943033965207
D229126	2-3	421585	403937	65724	39478	105202	0.16270854118340236	0.09773306233397783	0.26044160351738016
D229126	3-4	536380	518358	80893	50270	131163	0.15605623912431177	0.09697930773712377	0.25303554686143553
D229126	4-5	404284	393192	54935	32671	87606	0.13971545707949298	0.0830917210930029	0.22280717817249587
D229133	0-1	1016065	939313	153285	103559	256844	0.16318841536314307	0.11024972506502093	0.273438140428164
D229133	1-2	536152	502876	80889	52518	133407	0.16085277483912536	0.10443528822214622	0.26528806306127156
D229133	2-3	421585	395573	62214	39736	101950	0.15727564823686147	0.10045174974025022	0.2577273979771117
D229133	3-4	536380	503663	76840	49243	126083	0.1525623283822715	0.09776973889287083	0.2503320672751423
D229133	4-5	404284	379756	52008	31724	83732	0.1369510949135761	0.0835378506198717	0.2204889455334478
D229154	0-1	1016065	959867	156701	106374	263075	0.1632528256518872	0.11082160340963905	0.27407442906152624
D229154	1-2	536152	509405	82343	52981	135324	0.16164544910238415	0.10400565365475407	0.2656511027571382
D229154	2-3	421585	401151	63110	40290	103400	0.1573223050671692	0.10043599542316983	0.25775830049033904
D229154	3-4	536380	516609	78285	51245	129530	0.1515362682415521	0.09919494240324887	0.25073121064480103
D229154	4-5	404284	391510	53842	32794	86636	0.13752394574851218	0.0837628668488672	0.22128681259737937
D229155	0-1	1016065	972306	162024	106044	268068	0.1666388976309927	0.1090644303336604	0.2757033279646531
D229155	1-2	536152	516176	86375	52368	138743	0.1673363348935247	0.10145376770713865	0.2687901026006633
D229155	2-3	421585	406421	66361	39619	105980	0.16328142492636946	0.09748265960666402	0.26076408453303346
D229155	3-4	536380	520440	80496	50576	131072	0.15466912612404887	0.09717930981477212	0.251848435938821
D229155	4-5	404284	393596	54093	33275	87368	0.13743279911381212	0.0845410014329414	0.22197380054675353
D229160	0-1	1016065	911483	148790	99520	248310	0.16323946798788347	0.1091847022928568	0.2724241702807403
D229160	1-2	536152	475260	76357	49047	125404	0.16066363674620207	0.10320035349072088	0.263863990236923
D229160	2-3	421585	374835	58936	37558	96494	0.1572318486800859	0.1001987541184788	0.2574306027985647
D229160	3-4	536380	495319	75538	48650	124188	0.15250374001401118	0.09821953125157727	0.25072327126558847
D229160	4-5	404284	379136	52352	31704	84056	0.13808237677245105	0.08362170830519919	0.22170408507765024
D229161	0-1	1016065	892504	147289	96843	244132	0.1650289522511944	0.1085070767189839	0.27353602897017826
D229161	1-2	536152	462095	76178	46870	123048	0.1648535474307231	0.10142935976368496	0.26628290719440806
D229161	2-3	421585	364946	59244	35656	94900	0.16233634565113741	0.09770212579395308	0.2600384714450905
D229161	3-4	536380	489948	75833	47631	123464	0.15477764987304776	0.09721643929559871	0.25199408916864646
D229161	4-5	404284	377148	51639	31834	83473	0.1369197238219479	0.08440718232630161	0.22132690614824949
D229162	0-1	1016065	1000264	166673	109776	276449	0.16662900994137547	0.10974702678492877	0.27637603672630423
D229162	1-2	536152	530912	87797	54480	142277	0.16537015550599724	0.10261587607739135	0.2679860315833886
D229162	2-3	421585	417316	67438	41270	108708	0.16159936355184082	0.09889388377153045	0.26049324732337126
D229162	3-4	536380	529711	81401	52116	133517	0.15367058641410128	0.09838572353604134	0.2520563099501426
D229162	4-5	404284	399690	54890	33737	88627	0.13733143185969127	0.08440791613500463	0.22173934799469588
D229164	0-1	1016065	956403	161888	103223	265111	0.16926755771364163	0.1079283523786521	0.2771959100922937
D229164	1-2	536152	512688	86448	52020	138468	0.1686171706769029	0.10146521861248947	0.2700823892893924
D229164	2-3	421585	403465	66383	39359	105742	0.1645322394755431	0.0975524518855415	0.2620846913610846
D229164	3-4	536380	515036	80890	49489	130379	0.15705698242452953	0.09608842877002773	0.25314541119455725
D229164	4-5	404284	389671	54409	32343	86752	0.13962804519710217	0.08300078784410439	0.22262883304120656
D229165	0-1	1016065	866797	143632	93753	237385	0.1657043113900948	0.10816027282051045	0.2738645842106053
D229165	1-2	536152	466955	78092	46859	124951	0.16723667162788705	0.10035014080585923	0.26758681243374627
D229165	2-3	421585	368402	59719	36057	95776	0.16210281160254286	0.09787406148717977	0.2599768730897226
D229165	3-4	536380	484130	74004	47273	121277	0.15285976907029103	0.09764526057050792	0.25050502964079896
D229165	4-5	404284	371390	51034	31074	82108	0.137413500632758	0.08366945798217507	0.2210829586149331
D229167	0-1	1016065	983275	158830	109596	268426	0.16153161628232182	0.11146017136609798	0.2729917876484198
D229167	1-2	536152	519375	83161	54374	137535	0.16011744885679904	0.10469121540312876	0.2648086642599278
D229167	2-3	421585	408989	63921	41438	105359	0.15629026697539541	0.10131812836042045	0.25760839533581587
D229167	3-4	536380	523899	79130	51807	130937	0.1510405631619835	0.09888738096465158	0.2499279441266351
D229167	4-5	404284	396148	53807	33450	87257	0.13582549956077022	0.08443813928127872	0.22026363884204894
D229170	0-1	1016065	984905	160087	109552	269639	0.16254054959615394	0.1112310324346003	0.27377158203075425
D229170	1-2	536152	521929	83088	55061	138149	0.1591940666259204	0.10549519187475691	0.2646892585006773
D229170	2-3	421585	410997	64043	41623	105666	0.15582352182619338	0.1012732453034937	0.2570967671296871
D229170	3-4	536380	524022	79724	51716	131440	0.1521386506673384	0.09869051299372927	0.25082916366106767
D229170	4-5	404284	395630	53780	33585	87365	0.13593509086772995	0.08488992240224452	0.22082501326997447
D229171	0-1	1016065	891368	147948	95434	243382	0.1659785857244146	0.10706464670035272	0.2730432324247673
D229171	1-2	536152	471467	78030	47555	125585	0.16550469067824472	0.10086602031531369	0.2663707109935584
D229171	2-3	421585	371521	60148	36064	96212	0.16189663572180307	0.097071228813445265	0.25896786453524834
D229171	3-4	536380	488424	75764	47071	122835	0.15511932255581215	0.09637323309255892	0.2514925556483711
D229171	4-5	404284	372619	51199	31121	82320	0.1374030846521514	0.08351962728685333	0.22092271193900473
D229186	0-1	1016065	888597	146816	96297	243113	0.16522225485793898	0.10836971090381804	0.27359196576175704
D229186	1-2	536152	475837	78838	48202	127040	0.16568278633229447	0.10129939454056747	0.2669821808728619
D229186	2-3	421585	375208	60421	36736	97157	0.16103334683695444	0.09790836016289631	0.25894170699985075
D229186	3-4	536380	476209	73824	45624	119448	0.15502436955202442	0.09580667312041562	0.25083104267244005
D229186	4-5	404284	360688	49163	29887	79050	0.13630339795058333	0.08286108769906401	0.21916448564964733
D229192	0-1	1016065	899359	144745	99313	244058	0.16094240453478534	0.1104264259322473	0.27136883046703264
D229192	1-2	536152	483073	77218	50443	127661	0.15984747646835987	0.10442107093544868	0.2642685474038085
D229192	2-3	421585	379953	58810	38540	97350	0.15478230202156582	0.10143359836611371	0.25621590038767955
D229192	3-4	536380	486425	74278	47552	121830	0.15270185537338746	0.09775813331962789	0.2504599886930154
D229192	4-5	404284	368986	50406	30904	81310	0.13660680893042013	0.08375385515981636	0.2203606640902365
D229193	0-1	1016065	861385	140384	94269	234653	0.16297474416201815	0.10943886879850473	0.27241361296052286
D229193	1-2	536152	459490	73755	47528	121283	0.16051491871422663	0.10343641863805524	0.2639513373522819
D229193	2-3	421585	362186	57007	36160	93167	0.1573970280463629	0.09983820467936365	0.25723523272572657
D229193	3-4	536380	475902	72770	46376	119146	0.15290963265546267	0.09744863438270905	0.2503582670381717
D229193	4-5	404284	361302	49613	30229	79842	0.1373172581386209	0.08366684933933385	0.22098410747795472
D229509	0-1	1016065	995447	163164	110042	273206	0.16391028352087053	0.11054531280922038	0.2744555963300909
D229509	1-2	536152	527418	85060	55028	140088	0.16127625526622147	0.10433470226651347	0.26561095753273495
D229509	2-3	421585	414803	65138	41830	106968	0.15703357979571025	0.10084305079760754	0.2578766305933178
D229509	3-4	536380	528979	80545	52205	132750	0.1522650237533059	0.09869011813323403	0.25095514188653995
D229509	4-5	404284	399747	54894	33652	88546	0.1373218560739668	0.08418324590303367	0.22150510197700046
D229512	0-1	1016065	998775	168258	108751	277009	0.16846436885184352	0.10888438336962779	0.2773487522214713
D229512	1-2	536152	530522	88407	54365	142772	0.16664153418708366	0.10247454393974237	0.26911607812682603
D229512	2-3	421585	416958	68551	40908	109459	0.16440744631353757	0.09811060106773344	0.262518047381271
D229512	3-4	536380	527746	82364	51261	133625	0.15606750216960433	0.09713195362920798	0.2531994557988123
D229512	4-5	404284	397905	55529	32842	88371	0.13955341099006044	0.08253728905140674	0.2220907000414672
D229518	0-1	1016065	995496	166637	108866	275503	0.16739092874305875	0.10935855091331356	0.2767494796563723
D229518	1-2	536152	527095	87318	54017	141335	0.16565894193646308	0.10248057750500385	0.2681395194414669
D229518	2-3	421585	414706	67580	40624	108204	0.16295881901877474	0.09795855377062304	0.2609173727893978
D229518	3-4	536380	528519	82307	51180	133487	0.15573139281653073	0.09683663217405618	0.2525680249905869
D229518	4-5	404284	399149	55264	32957	88221	0.13845456208082696	0.0825681637684173	0.22102272584924426
D229556	0-1	1016065	961960	147556	110519	258075	0.1533909933884985	0.11488939249033224	0.26828038587883074
D229556	1-2	536152	506321	78692	53957	132649	0.15541919059252923	0.1065667827326933	0.26198597332522255
D229556	2-3	421585	398888	60230	41207	101437	0.1509947654479453	0.10330468702994325	0.25429945247788854
D229556	3-4	536380	517438	71114	54894	126008	0.13743482310924207	0.10608807238741647	0.24352289549665854
D229556	4-5	404284	393935	46500	36882	83382	0.1180397781359869	0.09362458273573052	0.21166436087171742
D229560	0-1	1016065	990868	167583	107259	274842	0.1691274720749888	0.10824751631902534	0.27737498839401414
D229560	1-2	536152	524518	88317	53118	141435	0.16837744367209515	0.10127011847067212	0.26964756214276725
D229560	2-3	421585	412827	68455	40372	108827	0.16582006506357386	0.0977939911875919	0.26361405625116574
D229560	3-4	536380	527365	83038	50479	133517	0.1574583068652641	0.0957192836081272	0.2531775904733913
D229560	4-5	404284	398587	55758	32869	88627	0.13988915845223251	0.08246380338545914	0.22235296183769165
D229599	0-1	1016065	991533	162953	109362	272315	0.16434450492318461	0.11029587517510764	0.2746403800982922
D229599	1-2	536152	524898	84700	54677	139377	0.16136468418626096	0.10416690480817226	0.2655315889944332
D229599	2-3	421585	412992	64928	41265	106193	0.15721369905470323	0.09991718967921896	0.2571308887339222
D229599	3-4	536380	527533	81119	51503	132622	0.15377047502241567	0.09762991130412695	0.2514003863265426
D229599	4-5	404284	398952	55193	33239	88432	0.13834496380516956	0.08331578736289078	0.2216607511680603
D229630	0-1	1016065	993691	167374	108149	275523	0.16843666693167192	0.1088356440784912	0.27727231101016314
D229630	1-2	536152	525949	88301	53758	142059	0.16788890177564744	0.1022114311463659	0.27010033292201335
D229630	2-3	421585	413761	68204	40309	108513	0.16483912210188975	0.09742097491063682	0.26226009701252656
D229630	3-4	536380	527788	82291	51196	133487	0.1559167696120412	0.09700106861088165	0.25291783822292285
D229630	4-5	404284	398537	55112	33418	88530	0.1382857802412323	0.0838516875472039	0.2221374677884362
D229633	0-1	1016065	928606	150543	102329	252872	0.16211719502135458	0.11019635884325538	0.27231355386461
D229633	1-2	536152	491904	78848	51169	130017	0.16029143897996356	0.1040223295602394	0.26431376854020294
D229633	2-3	421585	387872	60957	38702	99659	0.15715751588152793	0.09978033990594835	0.2569378557874763
D229633	3-4	536380	501739	75524	49592	125116	0.150524475872914	0.09884023366730511	0.2493647095402191
D229633	4-5	404284	379543	50938	32141	83079	0.13420877212858623	0.08468342190476441	0.21889219403335064
D229635	0-1	1016065	997753	162517	110843	273360	0.16288299809672332	0.11109262512866411	0.27397562322538743
D229635	1-2	536152	528151	85257	55064	140321	0.1614254256831853	0.10425806256165376	0.26568348824483906
D229635	2-3	421585	415446	64679	42088	106767	0.15568569681739625	0.10130799189304988	0.25699368871044614
D229635	3-4	536380	529051	79552	52825	132377	0.1503673558881847	0.09984859682714899	0.2502159527153337
D229635	4-5	404284	399473	53708	34324	88032	0.13444713409917566	0.08592320382103422	0.22037033792020988
D229638	0-1	1016065	992763	166275	108171	274446	0.16748710417289928	0.1089595401923722	0.27644664436527144
D229638	1-2	536152	525432	87756	53302	141058	0.16701685470241628	0.10144414500829793	0.26846099971071424
D229638	2-3	421585	413493	68017	40745	108762	0.16449371573400276	0.09853854841557173	0.2630322641495745
D229638	3-4	536380	527592	81499	51465	132964	0.15447353257820437	0.0975469681117227	0.25202050068992704
D229638	4-5	404284	398412	55260	33224	88484	0.13870064154694137	0.08339106251819724	0.2220917040651386
D229646	0-1	1016065	998813	164691	110302	274993	0.16488672053727774	0.11043308407079203	0.27531980460806976
D229646	1-2	536152	529190	85991	54826	140817	0.1624955120089193	0.10360362062775184	0.2660991326366711
D229646	2-3	421585	416088	66062	41568	107630	0.15876929880217647	0.09990194381957662	0.2586712426217531
D229646	3-4	536380	529914	81311	52101	133412	0.15344187924833086	0.09831972735198542	0.25176160660031627
D229646	4-5	404284	400078	55159	33223	88382	0.13787061523003014	0.0830413069451457	0.22091192217517583
D229648	0-1	1016065	992462	161515	109895	271410	0.16274174729108015	0.11072968033033002	0.2734714276214102
D229648	1-2	536152	525349	83572	55303	138875	0.1590790122375792	0.10526906875239127	0.2643480809899705
D229648	2-3	421585	413329	64558	41821	106379	0.15619034715686536	0.10118089947717193	0.25737124663403727
D229648	3-4	536380	526209	80839	51548	132387	0.15362527056739814	0.09796107630238175	0.2515863468697799
D229648	4-5	404284	397315	54970	33259	88229	0.13835369920591972	0.08370939934309049	0.22206309854901024
D229658	0-1	1016065	950476	155256	105200	260456	0.16334552371653782	0.11068138490608916	0.27402690862262696
D229658	1-2	536152	502765	81290	52294	133584	0.161685877099639	0.1040128091653158	0.2656986862649548
D229658	2-3	421585	396034	62119	40054	102173	0.1568526944656267	0.10113778109960256	0.25799047556522925
D229658	3-4	536380	510567	77371	50374	127745	0.15153936701745316	0.09866285913504007	0.2502022261524932
D229658	4-5	404284	386821	52059	32982	85041	0.13458162819495323	0.08526424366825999	0.21984587186321322
D229675	0-1	1016065	973771	164178	105058	269236	0.16860021504029182	0.10788778881277016	0.27648800385306194
D229675	1-2	536152	515600	86648	52073	138721	0.16805275407292475	0.10099495733126454	0.2690477114041893
D229675	2-3	421585	405661	66874	39616	106490	0.16485193301796328	0.09765789661811217	0.26250982963607544
D229675	3-4	536380	519815	81422	50094	131516	0.15663649567634638	0.09636890047420717	0.25300539615055356
D229675	4-5	404284	393049	54523	32807	87330	0.1387180733191027	0.0834679645540378	0.2221860378731405
D229676	0-1	1016065	997462	164895	110188	275083	0.16531456837453457	0.11046836871981087	0.2757829370943454
D229676	1-2	536152	528086	86006	55142	141148	0.16286362448540578	0.10441859848585268	0.2672822229712585
D229676	2-3	421585	415614	66855	41442	108297	0.16085839264317373	0.0997127142011578	0.26057110684433155
D229676	3-4	536380	529476	81991	51596	133587	0.1548531000460833	0.0974472875068936	0.2523003875529769
D229676	4-5	404284	399749	55267	33550	88817	0.1382542545447268	0.08392766460954248	0.2221819191542693
D229679	0-1	1016065	887262	142434	97924	240358	0.16053206380978785	0.11036649828348334	0.27089856209327123
D229679	1-2	536152	470237	74337	49304	123641	0.15808411503135653	0.10484925686409194	0.26293337189544846
D229679	2-3	421585	370736	57311	37495	94806	0.15458709162314963	0.10113665789132968	0.2557237495144793
D229679	3-4	536380	479997	72311	47116	119427	0.15064885822203056	0.098158946826751	0.24880780504878156
D229679	4-5	404284	361744	48703	30506	79209	0.13463388473616703	0.08433035516829582	0.21896423990446282
D229705	0-1	1016065	948942	154413	104867	259280	0.16272122005349116	0.11050938835039444	0.2732306084038856
D229705	1-2	536152	503357	80948	52269	133217	0.16081627949944075	0.1038408127829751	0.26465709228241585
D229705	2-3	421585	396105	62613	39600	102213	0.15807172340667247	0.09997349187715379	0.25804521528382623
D229705	3-4	536380	510832	77158	50650	127808	0.1510437873899834	0.09915197168540733	0.2501957590753907
D229705	4-5	404284	387056	51961	33031	84992	0.1342467239882601	0.08533907238229094	0.21958579637055103
D229707	0-1	1016065	975680	159991	107624	267615	0.16397896851426697	0.11030665792062971	0.2742856264348967
D229707	1-2	536152	515057	82610	53777	136387	0.16039001508570896	0.10440980318683175	0.26479981827254073
D229707	2-3	421585	405451	63900	40502	104402	0.15760227499747195	0.0998936986220283	0.2574959736195003
D229707	3-4	536380	522803	80051	51479	131530	0.15311886121541002	0.09846730030240837	0.2515861615178184
D229707	4-5	404284	396487	54391	33218	87609	0.1371823035812019	0.0837808049192029	0.2209631085004048
D229714	0-1	1016065	934368	152677	102953	255630	0.16340135792321656	0.11018463817254015	0.2735859960957567
D229714	1-2	536152	502151	81031	52222	133253	0.16136779574271484	0.10399660659841363	0.26536440234112846
D229714	2-3	421585	395447	61995	39598	101593	0.15677195679825615	0.10013478418093955	0.2569067409791957
D229714	3-4	536380	506059	76991	49605	126596	0.1521383870260187	0.09802216737574078	0.2501605544017595
D229714	4-5	404284	382431	52255	32189	84444	0.13663902769388464	0.08416943187137026	0.2208084595652549
D229716	0-1	1016065	991919	159906	110754	270660	0.16120872772877623	0.11165629451598366	0.2728650222447599
D229716	1-2	536152	524825	82564	56005	138569	0.1573172009717525	0.10671176106321155	0.264028962034964
D229716	2-3	421585	412954	63936	42191	106127	0.15482596124507814	0.10216876455973305	0.2569947258048112
D229716	3-4	536380	526454	78356	52731	131087	0.1488373153209967	0.10016259730194851	0.2489999126229452
D229716	4-5	404284	397329	53153	33978	87131	0.13377578782318936	0.08551603331244384	0.2192918211356332
D229718	0-1	1016065	995383	160553	111602	272155	0.16129771153415318	0.11211965645384742	0.2734173679880006
D229718	1-2	536152	526880	84342	55242	139584	0.16007819617370178	0.10484740358335864	0.2649255997570604
D229718	2-3	421585	414562	64292	42032	106324	0.15508416111462217	0.10138893579247495	0.25647309690709713
D229718	3-4	536380	528321	77562	53491	131053	0.14680847439340855	0.10124715845101746	0.24805563284442603
D229718	4-5	404284	398717	51824	34813	86637	0.12997690090966776	0.08731255502022738	0.21728945592989513
D229721	0-1	1016065	991380	167585	107730	275315	0.16904214327503075	0.10866670701446468	0.27770885028949543
D229721	1-2	536152	524635	87875	53204	141079	0.16749740295634108	0.10141145748949269	0.2689088604458338
D229721	2-3	421585	412768	67632	40320	107952	0.163849910845802	0.09768199085200403	0.26153190169780605
D229721	3-4	536380	527065	82499	51009	133508	0.156525286255016	0.09677933461717246	0.2533046208721884
D229721	4-5	404284	398617	55472	33240	88712	0.13916114967500132	0.08338831509945636	0.2225494647744577
D229734	0-1	1016065	980095	163827	106662	270489	0.16715420443936557	0.10882822583525066	0.2759824302746162
D229734	1-2	536152	518490	87194	52609	139803	0.16816910644371155	0.10146579490443403	0.26963490134814555
D229734	2-3	421585	408092	66951	39747	106698	0.1640585946306225	0.09739715554335787	0.2614557501739804
D229734	3-4	536380	522483	80789	50651	131440	0.15462512655914162	0.09694286704065012	0.25156799359979176
D229734	4-5	404284	394960	55041	32653	87694	0.13935841604213084	0.0826741948551752	0.22203261089730605
D229735	0-1	1016065	898012	143989	99356	243345	0.160341955341354	0.11063994690494114	0.27098190224629515
D229735	1-2	536152	476895	75444	49771	125215	0.15819834554776208	0.10436469243753867	0.26256303798530073
D229735	2-3	421585	376463	58321	38094	96415	0.1549182788215575	0.10118922709535864	0.2561075059169161
D229735	3-4	536380	492333	74374	48517	122891	0.15106442184456456	0.09854509041644578	0.24960951226101033
D229735	4-5	404284	374617	51507	31433	82940	0.13749242559734343	0.0839070303803618	0.22139945597770522
D229737	0-1	1016065	1000317	158459	113596	272055	0.15840878441534034	0.11356000147953099	0.27196878589487133
D229737	1-2	536152	530688	82265	57271	139536	0.15501575313555235	0.10791840026531596	0.2629341534008683
D229737	2-3	421585	417219	64148	43044	107192	0.15375138716117914	0.10316883938650924	0.25692022654768837
D229737	3-4	536380	530213	80254	52627	132881	0.1513618111966323	0.0992563366043458	0.2506181478009781
D229737	4-5	404284	399805	54749	33831	88580	0.1369392578882205	0.0846187516414252	0.2215580095296457
D229740	0-1	1016065	948602	155116	104257	259373	0.16352063352175095	0.10990594580234914	0.2734265793241001
D229740	1-2	536152	499664	80862	51664	132526	0.1618327516090813	0.10339748310864902	0.26523023471773033
D229740	2-3	421585	393475	61891	39643	101534	0.15729334773492598	0.10075100069890082	0.2580443484338268
D229740	3-4	536380	512848	78276	50321	128597	0.15263001903097995	0.09812069073097682	0.25075070976195674
D229740	4-5	404284	390864	53651	32844	86495	0.13726257726472635	0.08402922755741127	0.22129180482213762
D229742	0-1	1016065	968920	162928	104785	267713	0.1681542335796557	0.10814618337943277	0.27630041695908847
D229742	1-2	536152	515551	86066	52566	138632	0.16693983718390615	0.10196081473995783	0.268900651923864
D229742	2-3	421585	405661	66533	39804	106337	0.1640113296570289	0.098121337767249	0.26213266742427793
D229742	3-4	536380	518180	80775	50203	130978	0.15588212590219616	0.09688332239762244	0.2527654482998186
D229742	4-5	404284	391571	54055	32794	86849	0.13804648454558688	0.08374981804066185	0.22179630258624872
D229753	0-1	1016065	973746	158141	107862	266003	0.16240477496184838	0.11077015977472565	0.273174934736574
D229753	1-2	536152	513782	82375	53740	136115	0.1603306460716802	0.10459689128852315	0.26492753736020336
D229753	2-3	421585	404521	63724	40521	104245	0.1575295225711397	0.10017032490278625	0.25769984747392594
D229753	3-4	536380	520437	78587	51620	130207	0.15100194644116388	0.0991858764845697	0.25018782292573355
D229753	4-5	404284	394595	53250	33683	86933	0.13494849149127586	0.0853609396976647	0.22030943118894056
D229759	0-1	1016065	972656	162798	105794	268592	0.16737469362241122	0.10876815647053018	0.27614285009294137
D229759	1-2	536152	514237	85192	52337	137529	0.1656668034388813	0.10177602934055698	0.26744283277943826
D229759	2-3	421585	404938	65837	39872	105709	0.1625853834414157	0.09846445628713532	0.26104983972855106
D229759	3-4	536380	520661	81176	50674	131850	0.15590950733778794	0.09732628332062512	0.25323579065841306
D229759	4-5	404284	394518	54784	32903	87687	0.13886311904653273	0.08340050390603217	0.2222636229525649
D229770	0-1	1016065	927164	150561	102330	252891	0.1623887467589337	0.11036882363853644	0.2727575703974701
D229770	1-2	536152	487895	77836	50770	128606	0.15953432603326537	0.10405927504893471	0.2635936010822001
D229770	2-3	421585	384382	59868	38532	98400	0.1557513098948442	0.10024402807623665	0.25599533797108087
D229770	3-4	536380	498379	75037	49327	124364	0.15056212240082348	0.09897487654977437	0.24953699895059783
D229770	4-5	404284	376309	50999	31674	82673	0.1355242633048904	0.08417018992370631	0.2196944532285967
