similar
IPMK
MAT1A
DYDC2
RAP1GDS1
LRIT1
ADIRF
ATOH7
CDH23
LRMDA
PITX3
FRMPD2
VSTM4
DRGX
PPP1R3C
PDE6C
BLNK
VENT1
KNDC1
CUTC
ZFYVE27
HOGA1
DPCD
SLC2A9
SEMA4G
ARL3
CYP17A1
NT5C2
SH3PXD2A
STN1
COL17A1
ITPRIP
GPAM
NRAP
CCDC186
GFRA1
FAM204A
FGFR2
ATE1
CHST15
DHX32
ADAM12
INSYN2A
COE3
C3ORF33
SELENOT
MBNL1
MME
GMPS
PTX3
IQCJ
SMC4
OTOL1
MEGF6
SAMD7
SKIL
FNDC3B
MFN1
FXR1
ATP11B
RFC4
SENP5
EPHB3
ZIC4
XRN1
PID1
FAM124B
SERPINE2
SCG2
EPHA4
SLC25A36
CAB39
ADIPOQ
PIGZ
APOD
LRRC15
TMEM207
CLDN1
P3H2
BCL6
CCDC81
KLHL6
HS6ST1
AMMECR1L
WDR33
LIMS2
KCNJ13
STAG1
MAP3K13
EPHB1
PROCR
ESPNL
EIF2B5
DVL3
ABCF3
EIF4G1
GPR87
GPR149
LXN
ARL14
SLITRK3
PDCD10
GOLIM4
LRRC34
SLC7A14
SLC2A2
NCEH1
MRPL47
AHSG
ZBTB38
NYAP2
GAG
HES6
GPR35
MELTF
PLAAT1
ZAN
CCDC50
CLDN16
CLDN19
UGGT1
DGKD
NEU2
GIGYF2
PCCB
PPP2R3A
LIPH
ANAPC13
CRYGS
TBCCD1
PFKL
NRROS
NEU4
ETV5
RTP3
HTR2B
PTMA
KRT75
KRT80
AQP5
DCHS2
HBB
NUP98
LACC1
GTF2F2
CBY2
ITM2B
CYSLTR2
MLNR
SETDB2
ARL11
KCNRG
SERPINE3
ALG11
VPS36
THSD1
FOXO1
LHFPL6
PROSER1
STOML3
ZMYM2
IL17D
NUP58
SHISA2
CDK8
RPL21
PDX1
PAN3
MTUS2
USPL1
ALOX5AP
B3GLCT
FRY
KL
RFC3
NBEA
EXOSC8
RPS3-A
RPS3-B
RPS3
GDPD5
KLHL35
UVRAG
EMSY
TSKU
PHF7
ACER3
OMP
MYO7A
USP35
WASL
PICALM
SYTL2
CCDC89
RAB30
TMEM135
TYR
FAT3
MTNR1B
C11ORF54
MED17
HEPHL1
ANKRD49
ENDOD1
CNTN5
CFAP300
ITA
DYNC2H1
AASDHPPT
ELMOD1
CUL5
DDX10
ZC3H12C
ENOX1
VWA8
SI
ELF1
OLFM4
PCDH17
USP48
BORA
PIBF1
KLF5
LMO7
ACOD1
GAG-POL
SPRY2
GPR180
CLDN10
HS6ST3
MBNL2
IPO5
FARP1
DOCK9
CLYBL
ZIC5
PCCA
ITGBL1
TPP2
BIVM
ERCC5
METTL21E
PHIP
TNFSF13B
RAB20
ATP11A
MCF2L
F7
F10
CUL4A
LAMP1
TMCO3
CHAMP1
SEPTIN10
EDAR
ST6GAL2
UXS1
FHL2
RNF149
TBC1D8
CHST10
AFF1
REV1
TXNDC9
MITD1
CRACDL
MGAT4A
COA5
INPP4A
VWA3B
GABRA5
GABRG3
NIPA1
FNDC9
RP2
JADE3
RGN
PLCXD1
STAG2
AKAP17A
GYG2
RXLR78
SHROOM2
WWC3
CLCN4
MSL3
FRMPD4
TLR7
RAB9A
OFD1
GLRA2
MOSPD2
GRPR
TXLNG
REPS2
NHS
RAI2
CDKL5
PPEF1
CNKSR2
SMS
PTCHD1
SAT1
ZFX
POLA1
IL1RAPL1
XK
SYTL5
OTC
ZNF622
ATP6AP2
USP9X
DDX3X
MAOA
U2AF1
CBS
WDR4
TMPRSS3
TFF2
PRDM15
TMPRSS2
DSCAM
PSMG1
KCNJ6
VPS26C
CLDN14
SETD4
PF13_0198
RUNX1
RCAN1
ATP5PO
CRYZL1
DONSON
DNAJC28
TMEM50B
CFAP298
URB1
MIS18A
SCAF4
TIAM1
CLDN8
LTN1
ADAMTS5
CYYR1
TMPRSS15
EURL
NRIP1
ROBO2
HTR1F
GJA5
TIMMDC1
ZNF3
DUSP27
POU2F1
RCSD1
DCAF6
GABRR3
RIOX2
STX19
CGGBP1
GUCA1C
SH2D1B
RCJMB04_1N3
MYH6
CD47
CBLB
TXNL4B
IMPG2
ABI3BP
TMEM30C
COL8A1
TIPRL
SFT2D2
TBX19
ATP1B1
BLZF1
BOC
CLDND1
GRAMD1C
ZDHHC23
QTRT2
GAP43
UPK1B
B4GALT3
TMEM39A
VANGL1
SLC22A15
MAB21L3
ATP1A1
PLA1A
CFAP91
NDUFB4
GTF2E1
STXBP5L
SIDT1
ATP6V1A
WDR3
KEL
CD163
TMEM139
CLCN1
ZYX
RBP5
C1R
PHB2
CDCA3
MLF2
PIANP
LPAR5
MRPL51
CCDC58
MAN1A2
TULP3
ARHGEF5
VWF
ANO2
PTHLH
MANSC4
CDKN1A
DUSP16
PARP12
CDPF1
WNT7B
PHF21B
SHISAL1
SCUBE1
TTLL12
TTLL1
PACSIN2
INTS13
ITPR2
KRAS
CMAS
ETNK1
APOLD1
GPRC5A
EMP1
ATF7IP
UBN2
FMC1
SOCS1
NFAM1
TCF20
CYP2D17
CENPM
SNU13
PMM1
POLR3H
TOB2
RANGAP1
CHADL
ST13
MRTFA
RPS19BP1
RPL3
PDGFB
CBX7
CBX6
DNAL4
FAM20C
SUN2
JOSD1
DMC1
DDX17
KCNJ4
CSNK1E
TMEM184B
BAIAP2L2
SLC16A3
SOX10
C22ORF23
ANKRD54
NOG1
ADAP1
UTS2R
LGALS2
CARD10
RAC2
SSTR3
C1QTNF6
TMPRSS6
TST
TEX33
IFT27
EIF3D
TXN2
MYH9
RBFOX2
MB
LARGE1
SYN3
RTCB
MTERF2
ALDH1L2
SLC41A2
NFYB
GLT8D2
NUP37
SYCP3
KIAA1549
ATP6V0A4
SVOPL
AKR1D1
PSUG
AGK
WEE2
CREB3L2
DGKI
MTPN
FAM180A
SYT10
PKP2
DENND5B
DENND5A
SINHCAF
CAPRIN2
TMTC1
ZSCAN2
DDX11
IQSEC3
B4GALNT3
WNK1
ERC1
ADIPOR2
LRTM2
CACNA1C
IL17RA
CECR2
BCL2L13
USP18
PTPRO
DERA
PIK3C2G
CAPZA3
PLEKHA5
PDE3A
SLCO1C1
PYROXD1
BCAT1
SOX5
C12ORF60
PDE6H
STRA8
SUSD3
ARL1
UHRF1BP1L
ANKS1B
IKBIP
CDK17
HAL
NTN4
USP44
C3ORF20
NR2C1
CEP83
UBE2N
EEA1
BTG1
DCN
KERA
CCDC59
ATP2B1
DUSP6
TSPAN19
SLC6A15
E2F7
OSBPL8
BBS10
KRR1
MYF5
CAPS2
TSPAN8
PTPRR
PTPRB
BEST3
LRRC10
CPM
MDM1
IL22
IFNG
GRIP1
TMBIM4
LLPH
GNS
RPL18A
C12ORF66
LRIG3
RPAP3
AMIGO2
SLC38A4
SLC38A1
SCAF11
TWF1
PUS7L
ADAMTS20
LRRN3
ZNF277
IFRD1
CAV2
ST7
CFTR
KCND2
KCND3
ING3
CPED1
WNT16
ASB15
LMOD2
SPAM1
PLXNB2
MAPK11
SFRP2
GUCA1A
SMKR1
NRF1
MEST
GDI2
PLXNA4
RBM17
PFKFB3
RNP4F
ITIH2
TAF3
CELF2
ECHDC3
PROSER2
CAMK1D
HSPA14
SEMA3D
PCLO
CACNA2D1
HGF
MAGI2
GSAP
FGL2
FAM185A
LRRC17
PSMC2
SPCC1672.11C
KMT2E
PUS7
RINT1
CDHR3
PIK3CG
PRKAR2B
HBP1
GPR22
CBLL1
SLC2A13
ABCD2
KIF21A
CPNE8
GTSE1
TAFA5
ZBED4
OR52R1
OR51G2
RRM1
CHRDL2
UCP3
CCDC122
KCTD4
SIAH3
ZC3H13
LCP1
ESD
HTR2A
MED4
LPAR6
CAB39L
RCBTB1
KPNA3
SPRYD7
DHRS12
TMEM272
ATP7B
NEK3
CKAP2
FGL1
COG6
NHLRC3
FREM2
UFM1
GJB6
CRYL1
EEF1AKMT1
SKA3
ZDHHC20
MICU2
MIPEP
C1QTNF9
RNF6
FLT3
FLT1
SLC46A3
UBL3
KATNAL1
ZAR1L
STARD13
DCLK1
CCDC169
SUPT20H
POSTN
TRPC4
SERPINH1
FAM168A
SLCO2B1
INTS4
WNT11
GUCY2F
PAK1
CLNS1A
RSF1
ALG8
KCTD21
GAB2
NARS2
TENM4
EED
TMEM126A
ANKRD42
DDIAS
ME3
GRM5
NOX4
CHORDC1
TAF1D
VSTM5
TM4SF1
MRE11
SESN3
CCDC82
MMP27
MMP13
DCUN1D5
MSANTD4
KBTBD3
GUCY1A2
CWF19L2
ALKBH8
SLC35F2
EXPH5
RDX
PCDH8
DNAJC15
TNFSF11
AKAP11
DGKH
RGCC
CNMD
PCDH20
PCDH9
KLHL1
MZT1
DIS3
KLF12
FBXL3
MYCBP2
OBI1
SLITRK1
SLITRK6
LLGL1
SLITRK5
DCT
TGDS
ABCC4
DZIP1
OXGR1
GPR18
GPR183
GGACT
TMTC4
NALCN
FGF14
SLC10A2
EFNB2
LIG4
NAXD
COL4A2
MYO16
PCID2
GRTP1
ATP4B
RASA3
SH3RF3
RANBP2
LIMS4
SULT1C1
SLC5A7
ECRG4
NCK2
TMEM182
SLC9A4
IL18RAP
IL18R1
IL1RL1
IL1R2
CNOT11
NMS
MRPL30
TMEM131
UBE3A
ATP10A
GABRB3
OCA2
CYFIP1
SLC9A7
CRLF2
IL5RA
SLC25A6
ASMTL
ZBED1
ARSD
PUDP
GPR143
MID1
ARHGAP6
TRAPPC2
GPM6B
GEMIN8
FANCB
ASB11
PIGA
ACE2
CLTRN
AP1S2
CTPS2
MROH2B
SCML2
PHKA2
ADGRG2
SH3KBP1
BCLAF3
MAP7D2
EIF1AY
RPS6KA3
KLHL34
SMPX
APOO
KLHL15
CXORF21
TAB3
DMD
CFAP47
DYNLT3
SRPX
RPGR
MED14
CASK
MAOB
NDP
EFHC2
FUNDC1
DIPK2B
PWP2
TRAPPC10
AGPAT3
PDXK
RRP1B
CRYAA
NDUFV3
PDE9A
SLC37A1
UBASH3A
ABCG1
UMODL1
MX
BACE2
IGSF5
ETS2
KCNJ15
TTC3
SIM2
CHAF1B
DOP1B
CBR1
CLIC6
KCNE2
GART
IFNGR2
IFNAR1
IL10RB
HUNK-A
SOD1
BACH1
MAP3K7CL
USP16
N6AMT1
GABPA
NCAM2
CXADR
ABCC1
RBM11
ROBO1
EV-1
GBE1
VGLL3
POU1F1
GJA8
BCL9
IGSF3
PTGFRN
CD2
ILDR2
GPA33
CD247
ARL6
EPHA6
NSUN3
ARL13B
EPHA3
TTMP
ST14
TMPRSS7
TAGLN3
PHLDB2
TRAT1
BBX
ALCAM
ZPLD1
NXPE3
PCNP
TRMT10C
TFG
NIT2
FILIP1L
DCBLD2
TTF2
GPR161
DPT
CCDC181
F5
CD200R1B
NEPRO
GPR15
DRD3
ZBTB20
IGSF11
ARHGAP31
B4GALT4
CASQ2
POPDC2
GSK3B
GPR156
LRRC58
FSTL1
HGD
RABL3
POLQ
GDAP2
SPAG17
TBX15
GABARAPL1
TMEM52B
EPHA1
OR10AC1
CLSTN3
C1S
PTPN6
ATN1
ENO2
GNB3
GPR162
CD4
LAG3
COPS7A
CNP-2
FAM162A
CASR
CD86
A2M
PHC1
A2ML1
CD9
KCNA5
KCNA1
FGF23
FAR1
KLHL42
CREBL2
BCL2L14
ETV6
CDKN1B
PPARA
FBLN1
UPK3A
ARHGAP8
PRR5
PARVG
PARVB
SAMM50
MPPED1
TSPO
PPFIBP1
STK38L
FGFR1OP2
ETFRF1
GYS2
SULT6B1
C3AR1
ST8SIA1
C2CD5
HEBP1
GSG1
GRIN2B
GUCY2C
CYGB1
HSPA12B
SERHL2
SMDT1
PHETA2
WBP2
SEPTIN3
MEI1
XRCC6
CSDC2
ZC3H7B
SGSM3
ADSL
FAM83F
GRAP2
CACNA1I
ATF4
MGAT3
TAB1
SYNGR1
GTPBP1
CBY1
KDELR3
PICK1
POLR2F
MICALL1
GALR2B
GCAT
TRIOBP
NOL12
CG-1B
SH3BP1
GGA1
CDC42EP1
CYTH4
KCTD17
MPST
NCF4
RASD2
MCM5
HMOX1
TOM1
HMGXB4
ISX
TIMP3
ASCL4
PWP1
BTBD11
TMEM263
RIC8B
RFX4
POLR3B
TCP11L2
CHST11
TDG
HSP90B1
STAB2
DRAM1
CHPT1
MYBPC1
SPIC
TBXAS1
TRIM24
SLC7A11
KDM7A
SLC37A3
MKRN1
DENND2A
BRAF
MRPS33
DENND11
CHRM2
DNM1L
FGD4
BICD1
RESF1
ETFBKMT
ACRBP
WASHC1
SLC6A1
SLC6A12
SLC6A13
NINJ2
FBXL14
CACNA2D4
DCP1B
HDHD5
ADA2
BID
MICAL3
AKR1B10
AKR1B1
RERG
EPS8
SLC15A5
PLCZ1
SLCO1A2
SMCO3
BGLAP
MGP
ERP27
ARHGDIB
WDR91
SLC23A1
UTP20
GAS2L3
NR1H4
SCYL2
ACTR6
APAF1
SLC25A3
NEDD1
ELK3
AMDHD1
METAP2
PLXNC1
CRADD
MRPL42
NUDT4B
PLEKHG7
ALX1
LRRIQ1
TMTC2
MYF6
RPS16
NAV3
ZDHHC17
GLIPR1
RAB21
LGR5
KCNMB4
CNOT2
MYRFL
CTSE-A
CCT2
FRS2
CPSF6
MDM2
SLC35E3
NUP107
RAP1B
DYRK2
CAND1
HELB
MSRB3
TBC1D30
RASSF3
TBK1
XPOT
SRGAP1
MON2
USP15
SLC16A7
ATP23
ARID2
ANO6
TMEM117
IRAK4
PPHLN1
PDZRN4
PNPLA8
DOCK4
PPP1R3A
TFEC
TSPAN12
FAM3C
AASS
FEZF1
SLC13A1
ATP6AP1
GPR37
GRM8
TRABD
RABL2A
CTTN1
ZC3HC1
FBH1
UCN3
COL7A1
EXOC4
MKLN1
IL15RA
PRKCQ
SFMBT2
ITIH5
KIN
USP6NL
UPF2
CCDC3
SEPHS1
BEND7
FRMD4A
GRM3
CD36
GNAI1
RELN
ORC5
SRPK2
EFCAB10
ATXN7L1
SLC26A3
LAMB1
LAMB4
LRRK2
C12ORF40
ALG10
CELSR1
H2B-V
ALG12
PIM3
NTN1
CFAP52
HS3ST3B1
OGFOD3
TNRC6B
CYGB
EVPL
TRIM65
TRIM47
UNC13D
FASN
MYADML2
PGS1
ENGASE
GAA
SLC26A11
ENDOV
NPTX1
BAIAP2
SDK2
ABCA5
FAM20A
SMURF2
POLG2
UTP6
GM525
SMIM36
MBTD1
MRPL27
TMEM104
HTR3A
PIK3R5
STX8
COX10
METRNL
TBCD
SAP30BP
SMIM5
MYO15B
RAC3
TMC6
CBX4
SGSH
KCNJ2
MAP2K6
CEP112
HELZ
CEP95
ZNF207
ADAP2
ATAD5
ANKFN1
KIF2A
SPATA20
EPN3
MYCBPAP
GRB2
SCRIB
COL14A1
ZHX2
FAM83A
NIPBLB
RNF139
SQLE
EFR3A
TG
IFT88
POLR2H
RPS6
ADGRB1
PSCA
LYPD2
ENPP2
SAMD12
X-ELEMENT\ORF2
RAD21
SYBU
TMEM74
ANGPT1
ABRA
LRP12
SLC25A32
AZIN1
UBR5
NCALD
ZNF706
YWHAZ
ANKRD46
COX6C2
STK3
NIPAL2
RPL30
MTERF3
TP53INP1
FSBP
RAD54B
GEM
CDH17
RBM12B
RUNX1T1
PIP4P2
C8ORF88
TMEM64
CNGB3
RMDN1
RBIS
RAB22A
SNX16
IMPA1
PMP2
PAG1
TPD52
JPH1
