similar
NA
POL
ARHGAP39
SF3B4
SV2A
RAB11A
VPS45
PLEKHO1
CCT3
GLMP-B
SMG5
CRABP2
RRNAD1
DAPK2
INSRR
MEGF10
LRRC71
CD244
CD48
COPA
PRR9
SVMPI-CCE12
BKJ
CKER1
NAXE
UBQLN4
LAMTOR2
MEX3A
ANP32E
TMEM79
MEF2D
SLC25A44
DNAJA1
ISG20L2
MRPL24
HDGF
SH2D2A
ARHGEF11
ETV3L
ETV3
LY9
KIRREL1
NHLH1
NCSTN
S100A11
CRNN
DUSP22A
COX4I1
IRF8
ZDHHC7
COTL1
MEAK7
KCNG4
MLYCD
MPHOSPH6
SDR42E1
PKD1L2
CMC2
ADAMTS18
CDH5
BEAN1
SPATA2
CMTM3
CA7
PDP2
PDCD2L
UBA2
WTIP
GARRE1
TAF4
PEPD
SLC7A10
RHPN2
CEP89
SLC7A9
ANKRD27
TSHZ3
F13E9.13
C19ORF12
UQCRFS1
HRH3
ORC6
GPT2
CDCA9
PHKB
LONP2
HEATR3
ADCY7
NKD1
CYLD
CHD9
RBL2
FTO
BCOR
MMP2
LPCAT2
SLC6A3
SLC6A2
GALR1
DUS2
PLA2G15
SMPD3
SLC7A6OS
TLR13
CFAP20
ZNF319
CNGB1
KIFC3
GP2
CCDC102A
DOK4
CIAPIN1
GFOD2
ENKD1
HERPUD1
CETP
NLRC5
CPNE2
RSPRY1
ARL2BP
CCL2
TSNAXIP1
NUTF2
EDC4
PSKH1
E2F4
ELMO3
TMEM208
CSGA
RIPOR1
CLEC18A
HNRNPCL4
CTCF
CARMIL2
AARS1
ZDHHC1
FHOD1
HSD11B2
SNRK
SETD6
CMTR2
HYDIN
VAC14
MTSS2
COG4
ST3GAL2
TMEM170A
NUDT21
CBFB
FBXL8
HSF4
MBTPS1
SLC38A8
CCDC81
HSDL1
GABARAPL2
TERF2IP
IST1
PSMD7
NOB1
NQO1
TERF2
TMED6
VPS4A
CHTF8
URAH
SPIRE2
FANCA
SPATA2L
CHMP1A
SULT2B1
ANKRD11
CBFA2T3
PABPN1
APRT
PIEZO1
RNF166
CIDEC
CA5B
SLC7A5P1
SLC7A5
KLHDC4
ZCCHC2
ZCCHC14
FBXO31
KIAA0513
GSE1
GINS2
EMC8
MTHFSD
HNF4B
CRISPLD2
USP10
KLHL36
ATP2C2
WFDC1
HSD17B2
PLCG2
CMIP
GAN
BCO1
ATMIN
CENPN
CDYL2
DYNLRB2
WWOX
CLEC3A
VAT1L
NUDT7
CDH8
CDH11
CMTM4
DYNC1LI2
TERB1
NAE1
RRAD
CIAO2B
CKLF
CEBPA
GPI
SS18L2
LSM14A
KCTD15
CHST8
CEBPG
LRP3
WDR88
GPATCH1
FAAP24
TDRD12
RGS9BP
DPY19L3
ZNF507
ZNF536
URI1
CCNE1
PLEKHF1
POP4
SHCBP1
VPS35
MYLK3
DNAJA2
NETO2
ITFG1
SIAH1
N4BP1
ZNF423
BRD7
SNX20
SALL1
TOX3
AKTIP
RPGRIP1L
SLC12A4
DPEP2
ESRP2
GPR1
PRMT7
SLC7A6
NDRG4-A
GINS3
KATNB1
DRC7
ADGRG3
ADGRG1
USB1
ADGRG5
POLR2C
PARD6B
PSME3IP1
PLLP
CENPT
CTRL
EXOC3L1
KIAA0895L
LCAT
ACD
ARHGEF40
ATP6V0D1
CNOT1
SLC38A7
GOT2
PNP
SF3B3
FCSK
PDPR
GLG1
RFWD3
MLKL
FA2H
WDR59
LDHD
BCAR1
CFDP1
SLC12A3
NUP93
OGFOD1
B3GNT9
TRADD
DNAAF1
NECAB2
OSGIN1
CCDC61
PHLPP2
ARHGAP32
CHST5
ADAT1
KARS1
TAT
AP1G1
ZNF821
PMFBP1
ZFHX3
WWP2
NFAT5
CYB5B
SNTB2
HAS3
TANGO6
K-CAM
GAS8
DEF8
TUBB3
MC1R
TCF25
ZNF276
CDK10
CPNE7
RPL13
SPG7
ACSF3
CDT1
CTU2
MVD
IL17C
ZC3H18
ZFPM1
ZNF469
BANP
JPH3
MAP1LC3B
TFCP2
DHX34
C5AR1
ARHGAP35
NFIX
EFNB1
RXFP1
OPHN1
EDA2R
HSF3
VSIG4
ARHGAP20
LAS1L
ZC4H2
EDA
LRRC32
WNT11B
IGBP1
DGAT2
ARRB1
STARD10
KIF4
LPAR4
P2RY10
GPR174
MARS2
RAB33A
ZDHHC9
ERCC6L
TSC22D3
FAAH2
IFNLR1
EVA1C
CCNB3
BMP15
RPS4
DNAAF6
FRMPD3
RAB9B
GLRA4
IL2RG
GLA
BTK
TAF7
AIPL1
BRCC3
ZMYM3
SESN3
SLC7A3
PRSS23
TEX11
HTR2C
ZC3H11A
FYTTD1
PLS3
AGTR2
SLC6A14
WDR44
DOCK11
IL13RA1
STK26
PHF6
FAM122A
INTS6L
FHL1
ADGRG4
BB4
HTATSF1
VGLL1
CD40LG
TM9SF2
F9
XKRX
NOX1
TRMT12
SYTL4
TSPAN6
PCDH19
CHM
POF1B
HDX
RPS6KA6
BRWD3
ARHGAP6
CLCN5
SLITRK4
HSFY1
SOX3
GABRA3
GABRG4
CLDN2
SPRY3
EDNRB
VAMP7
CETN1
ML1136
ACOD1
KCTD12
KCTD16
MTMR8
ASB12
AMER1
ARHGEF9
KDRL
CDX1
