similar
NA
F13E9.13
BCOR
CIAPIN1
CLEC18A
PSMD7
SPATA2L
RNF166
DYNLRB2
CIAO2B
TDRD12
ZNF536
CCNE1
GINS3
ZNF276
JPH3
OPHN1
DNAAF6
XKRX
TNIK
NUP62
FOXO4
TOPORS
STAG2
NPAS2
KNSTRN
SPON1
MAS1
GALNT18
DENND2B
CHID1
HSD17B12
C1QTNF4
LGALSL-A
SRP54
GEMIN2
SIX6
SLC35F4
STYX
POL
DRD4
WT1
COR6
CYB5R2
ARNTL
AMPD3
MUC5B
CHKA
FTH
NDUFS3
QCCE-10352
PLA2G4E
TTC9
ZFYVE26
LTBP2
RHOJ
JKAMP
FBXO34
MDGA2
MAP4K5
NIN
FANCM
VPS33B
SLC51B
TNFAIP8L3
FAN1
TMEM266
MYO9A
ERVK-19
ENV
KIF7
DNAAF4
STOML1
MED1
MRPL3
PIK3R4
CAPN7
TRIM71
JOCKEY\POL
FAM237B
MRC1
ARHGAP32
ELP6
STK17A
NUP42
XCR1
STT3B
BTD
CFAP69
MPP7
SCN5A
CSRNP1
ACKR2
VIPR1
ST14
TRAPPC4
SIK3
RPS25
VPS37B
ADAM9
SEZ6L
TMEM132B
SNRPD3
SLC7A4
TPCN1
AGAP1
CDK15
MARCHF7
COL6A2
SPP2
BIRC5.1
RTASE
MUC13
LRP1B
SIRPA
C20ORF204
SULF2
BLCAP
PTPRT
NSFL1C
SLC17A9
SRC
TOX2
FAM83C
ZRANB2
CAIAP
SSBP3
EIF2B3
FAM102B
GSTO1
NPS
ALG6
NSUN4
DMAP1
KDM4A
AXDND1
RALGPS1
OPN4A
TMEM26
CUTC
NPM3
CFAP43
GFRA1
CLRN3
RNF13
TRPM2
BDH1
SCLY
TM4SF1
PHF13
PLCH1
SSR3
TRIM59
MCCC1
MRPS22
GAL3ST2
KRT75
MADPRT
RNF169
NEU4
COG3
LRRC63
RB1
CDADC1
TPTE2
B3GLCT
FCHSD2
NAALAD2
CNTN5
VWA8
TDRD3
EV-1
BORA
PIBF1
GAG-POL
CUL4A
PLCG1
MOSPD2
ZNF622
NYX
DSCAM
URB1
CLDN8
RWDD2B
MRPL39
ADPRH
CGGBP1
CLDND1
TEX55
SLC22A15
CASP2
RHNO1
CDKN1A
DUSP16
MANSC1
SMC1B
EP0
TCF20
CYP2D17
CENPM
BAIAP2L2
C22ORF23
FOXRED2
RBFOX2
SLC41A2
PSUG
FAM180A
AMN1
CCDC77
CACNA1C
AGBL3
UHRF1BP1L
NDUFA12
PPP1R12A
PAWR
X-ELEMENT\ORF2
RNF212B
IQGAP1
NCAPH2
AHCYL2
PLXNA4
CDC123
MAGI2
SLC2A13
OR51E1
KPNA3
NEK3
EEF1AKMT1
USP12
MTIF3
HSPH1
ALG5
THRSP
ME3
GRM5
NOX4
TMEM123
ALKBH8
PCDH20
MZT1
DIS3
LLGL1
GGACT
TMTC4
FGF14
ERVK-8
RANBP2
CNOT11
FANCB
APOO
RPGR
UMODL1
TTC3
USP16
EPHA3
CD200
BBX
NIT2
CFAP44
FAAH
HGD
GAPDH
GAG
RIBC2
HSFY1
KCNJ8
RBX1
WASHC4
CHST11
