X,loc,file,id_k,E,L,run,rawid,id
163,/vol/cluster-data/rchen/wgr/data/processed/D244112k_E100042332_L01_ANIscleR181554-607.sorted.bam,D244112k_E100042332_L01_ANIscleR181554-607.sorted.bam,D244112k,E100042332,L01,ANIscleR181554-607.sorted.bam,D244112,D244112
164,/vol/cluster-data/rchen/wgr/data/processed/D244123k_E100042332_L01_ANIscleR181555-612.sorted.bam,D244123k_E100042332_L01_ANIscleR181555-612.sorted.bam,D244123k,E100042332,L01,ANIscleR181555-612.sorted.bam,D244123,D244123
165,/vol/cluster-data/rchen/wgr/data/processed/D244139k_E100041398_L01_ANIscleR181589-714.sorted.bam,D244139k_E100041398_L01_ANIscleR181589-714.sorted.bam,D244139k,E100041398,L01,ANIscleR181589-714.sorted.bam,D244139,D244139
166,/vol/cluster-data/rchen/wgr/data/processed/D244143k_E100041398_L01_ANIscleR181590-716.sorted.bam,D244143k_E100041398_L01_ANIscleR181590-716.sorted.bam,D244143k,E100041398,L01,ANIscleR181590-716.sorted.bam,D244143,D244143
167,/vol/cluster-data/rchen/wgr/data/processed/D244144k_E100041398_L01_ANIscleR181591-717.sorted.bam,D244144k_E100041398_L01_ANIscleR181591-717.sorted.bam,D244144k,E100041398,L01,ANIscleR181591-717.sorted.bam,D244144,D244144
168,/vol/cluster-data/rchen/wgr/data/processed/D244147k_E100041398_L01_ANIscleR181592-718.sorted.bam,D244147k_E100041398_L01_ANIscleR181592-718.sorted.bam,D244147k,E100041398,L01,ANIscleR181592-718.sorted.bam,D244147,D244147
169,/vol/cluster-data/rchen/wgr/data/processed/D244162k_E100048304_L01_ANIqvhbR216094-606.sorted.bam,D244162k_E100048304_L01_ANIqvhbR216094-606.sorted.bam,D244162k,E100048304,L01,ANIqvhbR216094-606.sorted.bam,D244162,D244162
170,/vol/cluster-data/rchen/wgr/data/processed/D244163k_E100042332_L01_ANIscleR181593-719.sorted.bam,D244163k_E100042332_L01_ANIscleR181593-719.sorted.bam,D244163k,E100042332,L01,ANIscleR181593-719.sorted.bam,D244163,D244163
171,/vol/cluster-data/rchen/wgr/data/processed/D244168k_E100042332_L01_ANIscleR181594-720.sorted.bam,D244168k_E100042332_L01_ANIscleR181594-720.sorted.bam,D244168k,E100042332,L01,ANIscleR181594-720.sorted.bam,D244168,D244168
172,/vol/cluster-data/rchen/wgr/data/processed/D244179k_E100041924_L01_ANIscleR181596-722.sorted.bam,D244179k_E100041924_L01_ANIscleR181596-722.sorted.bam,D244179k,E100041924,L01,ANIscleR181596-722.sorted.bam,D244179,D244179
173,/vol/cluster-data/rchen/wgr/data/processed/D244183k_E100041924_L01_ANIscleR181597-723.sorted.bam,D244183k_E100041924_L01_ANIscleR181597-723.sorted.bam,D244183k,E100041924,L01,ANIscleR181597-723.sorted.bam,D244183,D244183
174,/vol/cluster-data/rchen/wgr/data/processed/D244186k_E100041924_L01_ANIscleR181598-724.sorted.bam,D244186k_E100041924_L01_ANIscleR181598-724.sorted.bam,D244186k,E100041924,L01,ANIscleR181598-724.sorted.bam,D244186,D244186
175,/vol/cluster-data/rchen/wgr/data/processed/D247994k_E100041924_L01_ANIscleR181600-728.sorted.bam,D247994k_E100041924_L01_ANIscleR181600-728.sorted.bam,D247994k,E100041924,L01,ANIscleR181600-728.sorted.bam,D247994,D247994
177,/vol/cluster-data/rchen/wgr/data/processed/D299171_E100037246_L1_ANIbthxR167781-748.sorted.bam,D299171_E100037246_L1_ANIbthxR167781-748.sorted.bam,D299171,E100037246,L1,ANIbthxR167781-748.sorted.bam,D299171,D229171
176,/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,D167k,E100037246,L1,ANIbthxR167779-741.sorted.bam,D167,D229167
710,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,D170k,E100037246,L1,ANIbthxR167780-744.sorted.bam,D170,D229170
1210,/vol/cluster-data/rchen/wgr/data/processed/D288_E100037246_L1_ANIbthxR167778-739.sorted.bam,D288_E100037246_L1_ANIbthxR167778-739.sorted.bam,D288,E100037246,L1,ANIbthxR167778-739.sorted.bam,D288,D154288
1310,/vol/cluster-data/rchen/wgr/data/processed/D376_E100037246_L1_ANIbthxR167777-738.sorted.bam,D376_E100037246_L1_ANIbthxR167777-738.sorted.bam,D376,E100037246,L1,ANIbthxR167777-738.sorted.bam,D376,D211376
1610,/vol/cluster-data/rchen/wgr/data/processed/D509k_E100037246_L1_ANIbthxR167782-749.sorted.bam,D509k_E100037246_L1_ANIbthxR167782-749.sorted.bam,D509k,E100037246,L1,ANIbthxR167782-749.sorted.bam,D509,D229509
181,/vol/cluster-data/rchen/wgr/data/processed/D518k_E100037246_L1_ANIbthxR167783-750.sorted.bam,D518k_E100037246_L1_ANIbthxR167783-750.sorted.bam,D518k,E100037246,L1,ANIbthxR167783-750.sorted.bam,D518,D229518
191,/vol/cluster-data/rchen/wgr/data/processed/D556k_E100037246_L1_ANIbthxR167790-760.sorted.bam,D556k_E100037246_L1_ANIbthxR167790-760.sorted.bam,D556k,E100037246,L1,ANIbthxR167790-760.sorted.bam,D556,D229556
221,/vol/cluster-data/rchen/wgr/data/processed/D560k_E100037246_L1_ANIbthxR167784-751.sorted.bam,D560k_E100037246_L1_ANIbthxR167784-751.sorted.bam,D560k,E100037246,L1,ANIbthxR167784-751.sorted.bam,D560,D229560
231,/vol/cluster-data/rchen/wgr/data/processed/D630k_E100037246_L1_ANIbthxR167785-752.sorted.bam,D630k_E100037246_L1_ANIbthxR167785-752.sorted.bam,D630k,E100037246,L1,ANIbthxR167785-752.sorted.bam,D630,D229630
241,/vol/cluster-data/rchen/wgr/data/processed/D635k_E100037246_L1_ANIbthxR167787-754.sorted.bam,D635k_E100037246_L1_ANIbthxR167787-754.sorted.bam,D635k,E100037246,L1,ANIbthxR167787-754.sorted.bam,D635,D229635
251,/vol/cluster-data/rchen/wgr/data/processed/D638k_E100037246_L1_ANIbthxR167788-758.sorted.bam,D638k_E100037246_L1_ANIbthxR167788-758.sorted.bam,D638k,E100037246,L1,ANIbthxR167788-758.sorted.bam,D638,D229638
261,/vol/cluster-data/rchen/wgr/data/processed/D646k_E100037246_L1_ANIbthxR167791-764.sorted.bam,D646k_E100037246_L1_ANIbthxR167791-764.sorted.bam,D646k,E100037246,L1,ANIbthxR167791-764.sorted.bam,D646,D229646
291,/vol/cluster-data/rchen/wgr/data/processed/D675k_E100037246_L1_ANIbthxR167789-759.sorted.bam,D675k_E100037246_L1_ANIbthxR167789-759.sorted.bam,D675k,E100037246,L1,ANIbthxR167789-759.sorted.bam,D675,D229675
301,/vol/cluster-data/rchen/wgr/data/processed/D735k_E100037246_L1_ANIbthxR167792-765.sorted.bam,D735k_E100037246_L1_ANIbthxR167792-765.sorted.bam,D735k,E100037246,L1,ANIbthxR167792-765.sorted.bam,D735,D229735
331,/vol/cluster-data/rchen/wgr/data/processed/D753k_E100037246_L1_ANIbthxR167794-767.sorted.bam,D753k_E100037246_L1_ANIbthxR167794-767.sorted.bam,D753k,E100037246,L1,ANIbthxR167794-767.sorted.bam,D753,D229753
361,/vol/cluster-data/rchen/wgr/data/processed/D777k_E100037246_L1_ANIbthxR167796-769.sorted.bam,D777k_E100037246_L1_ANIbthxR167796-769.sorted.bam,D777k,E100037246,L1,ANIbthxR167796-769.sorted.bam,D777,D229777
