parameter,outer_width,inner_width,point_est,ll,l,m,h,hh
b_Intercept,0.95,0.8,median,1.128902524394,1.39991649471099,1.75647254827322,2.07449259460358,2.43639246550927
b_scalehom_load,0.95,0.8,median,-0.179660347009175,-0.141870220547369,-0.0898664717393789,-0.0355697643195208,-0.0049897337587815
b_scalehet_load,0.95,0.8,median,-0.238540708245452,-0.214185420129975,-0.157322127972852,-0.100702875359646,-0.0650157906050979
b_coreno_core,0.95,0.8,median,0.252179476716927,0.313582585030624,0.43461955778358,0.550979774205655,0.610478155636575
sd_site__Intercept,0.95,0.8,median,0.278350458033118,0.328211513171314,0.525751689668817,1.00590330757092,1.45838562260844
zi,0.95,0.8,median,0.423906629802569,0.451059236863255,0.49328108877284,0.539226541836648,0.560239672845605
Intercept,0.95,0.8,median,1.1927806852273,1.45512887044949,1.80308459331901,2.11865123384475,2.49354123514533
r_site[KUM,Intercept],0.95,0.8,median,-0.749246133926196,-0.389135000124636,-0.0881041069428615,0.271681217237414,0.55577516483571
r_site[LEH,Intercept],0.95,0.8,median,-1.01568364818609,-0.671525769693223,-0.252064942558359,0.113191142009266,0.365672442645214
r_site[NYR,Intercept],0.95,0.8,median,-1.05171284358477,-0.57426186990211,-0.246873152916193,0.0896050554494407,0.328007943873384
r_site[SAA,Intercept],0.95,0.8,median,-0.0777218978396811,0.383930391362942,0.688738163827026,1.0718849319534,1.33496409070849
r_site[TEE,Intercept],0.95,0.8,median,-0.651379365058042,-0.314637769903878,0.0334015188603526,0.353911254851008,0.741553917672257
lprior,0.95,0.8,median,-4.36536097658044,-4.1315615858597,-3.96276874461839,-3.83373572359041,-3.74913488509412
lp__,0.95,0.8,median,-596.455840825672,-594.936665033014,-592.295833048316,-589.382771251788,-588.057297479606
