parameter,outer_width,inner_width,point_est,ll,l,m,h,hh
b_Intercept,0.95,0.8,median,0.82820183471439,1.41153842764772,1.78618511375447,2.09910780074808,2.4827942890063
b_scaletotal_load,0.95,0.8,median,-0.189375604623018,-0.160008318805909,-0.109270112969722,-0.0502979377438919,-0.0236963232170313
b_coreno_core,0.95,0.8,median,0.212109535057538,0.302883932090747,0.435128863449006,0.537974780428576,0.585037479889646
sd_site__Intercept,0.95,0.8,median,0.233704024935161,0.288595942051746,0.510768626866055,0.959339091639598,1.48816160835113
zi,0.95,0.8,median,0.416836200760926,0.440019567415101,0.494808459050048,0.543574946705378,0.574230762107123
Intercept,0.95,0.8,median,0.872094741636706,1.45831022546017,1.83131597876499,2.13194128623588,2.5382517278834
r_site[KUM,Intercept],0.95,0.8,median,-0.760501577879235,-0.395252327145958,-0.0773809939094351,0.229939982676333,0.794875918307981
r_site[LEH,Intercept],0.95,0.8,median,-0.90099122611081,-0.649670907307224,-0.30381358470624,0.101180688374064,0.511036265885785
r_site[NYR,Intercept],0.95,0.8,median,-0.922550814368786,-0.631864452295579,-0.272118167111447,0.125216944388141,0.70177256308856
r_site[SAA,Intercept],0.95,0.8,median,-0.026358648550737,0.344468883706437,0.642111919967103,1.06806731551533,1.64757881674893
r_site[TEE,Intercept],0.95,0.8,median,-0.565548973392,-0.322734019637337,-0.00107852713337796,0.36410791394006,0.958105635857563
lprior,0.95,0.8,median,-4.3298645337349,-4.1137724802184,-3.97279720041913,-3.832313334457,-3.73915932890353
lp__,0.95,0.8,median,-599.831398504136,-597.665375100563,-593.634597322467,-591.163311131408,-590.043248578046
