parameter,outer_width,inner_width,point_est,ll,l,m,h,hh
b_Intercept,0.95,0.8,median,0.550469721784272,1.2732919834615,1.76588926545169,2.11621702840968,2.34386111070984
b_scaletotal_load,0.95,0.8,median,-0.272526441023766,-0.250795144679109,-0.206989023488265,-0.164591458120726,-0.136272473802224
b_coreno_core,0.95,0.8,median,0.117771098376226,0.205668499479211,0.345380859976111,0.456330313167617,0.546268176436056
sd_site__Intercept,0.95,0.8,median,0.270007202845059,0.344222235473149,0.603645762042746,1.25554392602243,2.27269534800563
zi,0.95,0.8,median,0.431830250225408,0.451118603244112,0.495391029777258,0.543168434430534,0.560186881238496
Intercept,0.95,0.8,median,0.573219830500503,1.3097126126558,1.8045110951125,2.14827627010159,2.35412828452453
r_site[KUM,Intercept],0.95,0.8,median,-0.66444233398307,-0.428095780825329,-0.0835524329740059,0.407235414088319,1.18251957978148
r_site[LEH,Intercept],0.95,0.8,median,-1.19969141236378,-0.840729035839763,-0.429900809422152,-0.00797636388110199,0.657788729999811
r_site[NYR,Intercept],0.95,0.8,median,-0.782268974639478,-0.57566262878315,-0.201137170330201,0.245490367189403,0.953413459194436
r_site[SAA,Intercept],0.95,0.8,median,0.2401780864753,0.3843580723364,0.737894333512292,1.27666331581997,1.95919773602815
r_site[TEE,Intercept],0.95,0.8,median,-0.44038309866736,-0.327128972463887,0.0877784038726052,0.516921610920641,1.25483506407934
lprior,0.95,0.8,median,-4.5441826654279,-4.18702918282635,-3.95924341348703,-3.84097124757151,-3.63342654771299
lp__,0.95,0.8,median,-585.776412128742,-583.217901582369,-579.420500170304,-576.488368192478,-575.269474155879
