"id"	"het_load"	"hom_load"	"total_load"	"loadtype"
"D243901"	0.149153194765204	0.0933410315627406	0.167917628945343	"high"
"D243906"	0.144512323572783	0.0954286918053508	0.167684853591742	"high"
"D243907"	0.15	0.0896887159533074	0.164688715953307	"high"
"D243916"	0.145044010715653	0.0928052047455033	0.16532721010333	"high"
"D243918"	0.14728082059222	0.0998645248693633	0.173504935165473	"high"
"D243930"	0.149092313634608	0.0888373889532638	0.163383545770568	"high"
"D243937"	0.145039644169406	0.0939856894217753	0.166505511506478	"high"
"D243940"	0.148854226843828	0.0924321201617562	0.16685923358367	"high"
"D243950"	0.148846153846154	0.0917307692307692	0.166153846153846	"high"
"D244001"	0.143460725945842	0.0937199923180334	0.165450355290954	"high"
"D244005"	0.139882121807466	0.0913555992141454	0.161296660117878	"high"
"D244017"	0.14187866927593	0.0949119373776908	0.165851272015656	"high"
"D244025"	0.143433955008652	0.0936358392616804	0.165352816766007	"high"
"D244027"	0.146990740740741	0.0962577160493827	0.169753086419753	"high"
"D244029"	0.146383799421408	0.0896817743490839	0.162873674059788	"high"
"D244032"	0.147012267510882	0.0894341115947764	0.162940245350218	"high"
"D244033"	0.142115384615385	0.0876923076923077	0.15875	"high"
"D244042"	0.145189168427117	0.093143844824275	0.165738429037834	"high"
"D244045"	0.140145705521472	0.0987346625766871	0.168807515337423	"high"
"D244054"	0.148883374689826	0.092193166634854	0.166634853979767	"high"
"D244055"	0.149837755296812	0.0927657949990456	0.167684672647452	"high"
"D244073"	0.148573616695386	0.0917097453570745	0.165996553704767	"high"
"D244077"	0.146768060836502	0.0925855513307985	0.165969581749049	"high"
"D244083"	0.144062919624017	0.0892000767312488	0.161231536543257	"high"
"D244086"	0.151978589179889	0.087937296883961	0.163926591473906	"high"
"D244087"	0.141572603788024	0.0925961354505452	0.163382437344557	"high"
"D244090"	0.160130093744021	0.0897264205088961	0.169791467380907	"high"
"D244112"	0.128876902330957	0.0990175303409748	0.163455981506453	"high"
"D244123"	0.151129125651419	0.0866628064080293	0.162227369233739	"high"
"D244139"	0.145189504373178	0.0938775510204082	0.166472303206997	"high"
"D244143"	0.146080305927342	0.0944550669216061	0.167495219885277	"high"
"D244144"	0.144550223431125	0.0905381775791723	0.162813289294735	"high"
"D244147"	0.137858104210729	0.0953662757162084	0.164295327821573	"high"
"D244162"	0.141331780236847	0.0937682003494467	0.16443409046787	"high"
"D244163"	0.143654920084729	0.0945503562487965	0.166377816291161	"high"
"D244168"	0.15041195631347	0.0942709331289519	0.169476911285687	"high"
"D244179"	0.149880095923261	0.0897282174260592	0.16466826538769	"high"
"D244183"	0.156392694063927	0.089041095890411	0.167237442922374	"high"
"D244186"	0.148503453568688	0.0849961627014582	0.159247889485802	"high"
"D247994"	0.144632991318074	0.0937253354380426	0.16604183109708	"high"
"D154288"	0.140168970814132	0.0950460829493088	0.165130568356375	"high"
"D229171"	0.151874192158552	0.0859543300301594	0.161891426109436	"high"
"D211376"	0.144201228878648	0.0973502304147465	0.169450844854071	"high"
"D229509"	0.150856263228786	0.0917837213777179	0.167211852992111	"high"
"D229518"	0.146082593593207	0.0935932072558858	0.166634504052489	"high"
"D229556"	0.127532777115614	0.0981326976559396	0.161899086213747	"high"
"D229560"	0.151016456921588	0.0917715392061955	0.167279767666989	"high"
"D229630"	0.148507173322993	0.0899573478092284	0.164210934470725	"high"
"D229635"	0.154185022026432	0.0886803294388048	0.165772840452021	"high"
"D229638"	0.152450791200309	0.0895407178695484	0.165766113469703	"high"
"D229646"	0.149262310787507	0.0912052117263844	0.165836367120138	"high"
"D229675"	0.143870713441072	0.0947970043358297	0.166732361056366	"high"
"D229735"	0.149558855175382	0.0899505057026038	0.164729933290295	"high"
"D229753"	0.140529931305201	0.0902845927379784	0.160549558390579	"high"
"D229777"	0.145881447267129	0.0939183987682833	0.166859122401848	"high"
"D154259"	0.133671185246628	0.0880384514868136	0.154874044110128	"moderate"
"D154280"	0.142867999913144	0.0858575988534949	0.157291598810067	"moderate"
"D154299"	0.137134900225713	0.0880394380748111	0.156606888187668	"moderate"
"D229167"	0.137844380166985	0.0882413276714464	0.157163517754939	"moderate"
"D229170"	0.13733446156042	0.0864113203315356	0.155078551111745	"moderate"
"D211308"	0.141662472829288	0.0870854793288433	0.157916715743487	"moderate"
"D211312"	0.13928786304217	0.0873270251052891	0.156970956626374	"moderate"
"D211320"	0.140119475861771	0.0866902161584081	0.156749954089294	"moderate"
"D211334"	0.136637834334571	0.0834558915173119	0.151774808684598	"moderate"
"D211341"	0.141004096208381	0.0870181703602563	0.157520218464447	"moderate"
"D211349"	0.140911644075161	0.085261294869485	0.155717116907066	"moderate"
"D211350"	0.141696261963523	0.0855354240654909	0.156383555047252	"moderate"
"D211374"	0.139168999012183	0.0879980243661508	0.157582523872242	"moderate"
"D211385"	0.141028539845242	0.0873404682946438	0.157854738217265	"moderate"
"D211401"	0.13840532736166	0.0877836053980788	0.156986269078909	"moderate"
"D211403"	0.140500179712229	0.0853343227167851	0.155584412572899	"moderate"
"D211411"	0.140673059525963	0.0873791287216292	0.157715658484611	"moderate"
"D211412"	0.141313178055427	0.0864003290657617	0.157056918093475	"moderate"
"D211431"	0.139518714912781	0.0868865898077143	0.156645947264105	"moderate"
"D211435"	0.138606471395142	0.0875494230614056	0.156852658758977	"moderate"
"D211438"	0.142425034166734	0.0860298255486776	0.157242342632044	"moderate"
"D211445"	0.133913374540894	0.0897160261578429	0.15667271342829	"moderate"
"D211450"	0.142735103580836	0.087085193584802	0.15845274537522	"moderate"
"D211451"	0.14104690273755	0.0840535363916659	0.154576987760441	"moderate"
"D211456"	0.13432899207248	0.0865090600226501	0.15367355605889	"moderate"
"D211461"	0.139374067945497	0.0876897305468734	0.157376764519622	"moderate"
"D211474"	0.13684994748284	0.089181465106622	0.157606438848042	"moderate"
"D211478"	0.141361203878807	0.0863980203597151	0.157078622299119	"moderate"
"D211482"	0.141531252513877	0.0860449682245998	0.156810594481538	"moderate"
"D211489"	0.138526388144794	0.0877111405379725	0.156974334610369	"moderate"
"D211490"	0.139276488702891	0.0878839494196343	0.15752219377108	"moderate"
"D217810"	0.139639406397896	0.0875076375009061	0.157327340699854	"moderate"
"D217818"	0.140293078005422	0.0872255968518709	0.157372135854582	"moderate"
"D217821"	0.142922550233608	0.0851187812821927	0.156580056398997	"moderate"
"D217831"	0.13865117374578	0.0863513498356868	0.155676936708577	"moderate"
"D217835"	0.136647226366472	0.0855712283557123	0.153894841538948	"moderate"
"D217864"	0.141891131663629	0.0865343504579311	0.157479916289746	"moderate"
"D217870"	0.137765134083588	0.0897481487679371	0.158630715809731	"moderate"
"D217891"	0.139339707166593	0.0840620144488676	0.153731868032164	"moderate"
"D217896"	0.139148345596334	0.0881283870114993	0.157702559809666	"moderate"
"D217897"	0.136424312538934	0.0870561537776987	0.155268310047166	"moderate"
"D217910"	0.136785061373727	0.0878710716462088	0.156263602333072	"moderate"
"D217911"	0.138134999730647	0.0876259225340732	0.156693422399397	"moderate"
"D217932"	0.139173346629336	0.0861171838044465	0.155703857119114	"moderate"
"D217947"	0.137715123109157	0.0842931366493478	0.153150698203926	"moderate"
"D217949"	0.140280235088361	0.0869277855733838	0.157067903117565	"moderate"
"D217961"	0.138511768003782	0.0864269460353755	0.155682830037266	"moderate"
"D217964"	0.142070039225201	0.0864066480650249	0.157441667677625	"moderate"
"D217965"	0.141099965259684	0.0866228070175439	0.157172789647386	"moderate"
"D217969"	0.14095460409116	0.084304932735426	0.154782234781006	"moderate"
"D217977"	0.141749357233575	0.0855886088366186	0.156463287453406	"moderate"
"D217993"	0.140456578593601	0.0885170972551512	0.158745386551952	"moderate"
"D229025"	0.133292701158017	0.089099460665371	0.15574581124438	"moderate"
"D229032"	0.139035533616688	0.0880562462488211	0.157574013057165	"moderate"
"D229043"	0.135676402121481	0.0868031390242146	0.154641340084955	"moderate"
"D229051"	0.138735887147023	0.0842783440919174	0.153646287665429	"moderate"
"D229054"	0.138861332512343	0.0877775117162111	0.157208177972383	"moderate"
"D229055"	0.139982653946227	0.0855532152149672	0.155544542188081	"moderate"
"D229056"	0.144027534365168	0.0852952976203045	0.157309064802889	"moderate"
"D229063"	0.138399018555436	0.0856354196332727	0.154834928910991	"moderate"
"D229082"	0.13302227308742	0.0877167884496875	0.154227924993397	"moderate"
"D229093"	0.141091162342916	0.0856010405678059	0.156146621739264	"moderate"
"D229096"	0.138989486282643	0.0876590212647414	0.157153764406063	"moderate"
"D229097"	0.139983350369348	0.0856507581904591	0.155642433375133	"moderate"
"D229103"	0.140461697484782	0.0862409555530033	0.156471804295395	"moderate"
"D229126"	0.141292235234751	0.0862471352578794	0.156893252875255	"moderate"
"D229133"	0.14025243954179	0.0857551972846839	0.155881417055579	"moderate"
"D229154"	0.138604532991753	0.0874098853519367	0.156712151847813	"moderate"
"D229155"	0.141148425410899	0.0868010539082431	0.157375266613692	"moderate"
"D229160"	0.139073947013125	0.0870609326929462	0.156597906199509	"moderate"
"D229161"	0.139105836742514	0.0878948732686434	0.1574477916399	"moderate"
"D229162"	0.140428743961353	0.0865036231884058	0.156717995169082	"moderate"
"D229164"	0.140796695948043	0.086003787676143	0.156402135650164	"moderate"
"D229165"	0.138829139984513	0.0866529824604531	0.15606755245271	"moderate"
"D229186"	0.139023823487103	0.0848704812278003	0.154382392971352	"moderate"
"D229192"	0.136620712053846	0.0870076491471705	0.155318005174094	"moderate"
"D229193"	0.138027381950265	0.0850679891962373	0.15408168017137	"moderate"
"D229512"	0.140260133091349	0.0869530147207098	0.157083081266384	"moderate"
"D229599"	0.142864433942042	0.0854369328447334	0.156869149815754	"moderate"
"D229633"	0.137435495460187	0.0872144925642868	0.15593224029438	"moderate"
"D229648"	0.141891891891892	0.0862622712398497	0.157208217185796	"moderate"
"D229658"	0.140948827292111	0.0861727078891258	0.156647121535181	"moderate"
"D229676"	0.139829993928355	0.0876442015786278	0.157559198542805	"moderate"
"D229679"	0.136318229266048	0.0866847002570348	0.154843814890059	"moderate"
"D229705"	0.137316817310036	0.0882349824632045	0.156893391118222	"moderate"
"D229707"	0.144236463620981	0.0868126057529611	0.158930837563452	"moderate"
"D229714"	0.140001300925826	0.0867283883697231	0.156729038832636	"moderate"
"D229716"	0.137657247870364	0.0881095734635652	0.156938197398747	"moderate"
"D229718"	0.136124967182988	0.0886867136538966	0.15674919724539	"moderate"
"D229721"	0.142052527396282	0.0853621206864886	0.15638838438463	"moderate"
"D229734"	0.140223212460652	0.0875066432279956	0.157618249458321	"moderate"
"D229737"	0.132812421131268	0.0899381164380104	0.156344327003644	"moderate"
"D229740"	0.140809332366704	0.0870186076144028	0.157423273797755	"moderate"
"D229742"	0.138296429949625	0.0866803642014581	0.155828579176271	"moderate"
"D229759"	0.139983617945607	0.0865967837257769	0.156588592698581	"moderate"
"D229770"	0.137022553168693	0.0864305994535812	0.154941876037928	"moderate"
"D229771"	0.140207798011395	0.0869887569697647	0.157092655975462	"moderate"
"D229772"	0.130039207801347	0.0915602694279682	0.156579873328642	"moderate"
"D229775"	0.137402135624289	0.0855022692388388	0.154203337050983	"moderate"
"D229776"	0.137664307381193	0.0875631951466127	0.156395348837209	"moderate"
"D229780"	0.138814479732335	0.0873140784440437	0.156721318310211	"moderate"
"D229783"	0.137913207117968	0.0875683724008148	0.156524975959799	"moderate"
"D229784"	0.139924159131196	0.0857136446249467	0.155675724190545	"moderate"
"D237206"	0.128096270424345	0.0920350074270344	0.156083142639207	"moderate"
"D237232"	0.137603795966785	0.0879055134354531	0.156707411418846	"moderate"
"D237233"	0.136896672657928	0.0881482618035158	0.15659659813248	"moderate"
"D237235"	0.14326136121619	0.0848655720414186	0.156496252649514	"moderate"
"D237258"	0.139249724242067	0.0877392133134859	0.15736407543452	"moderate"
"D237276"	0.140312859754859	0.0833615494006907	0.15351797927812	"moderate"
"D237277"	0.141017564465325	0.0849821152100795	0.155490897442742	"moderate"
"D237278"	0.137003893017847	0.0886495778350776	0.157151524344001	"moderate"
"D237300"	0.141238531168538	0.0862086660235226	0.156827931607792	"moderate"
"D237304"	0.14001211061024	0.086938482585391	0.156944537890511	"moderate"
"D237307"	0.137642323429995	0.0875845045365593	0.156405666251557	"moderate"
"D237310"	0.140816581629754	0.0861467483324053	0.156555039147282	"moderate"
"D237311"	0.140632025178239	0.0864110304665254	0.156727043055645	"moderate"
"D237313"	0.142082232663185	0.086114415922244	0.157155532253836	"moderate"
"D237325"	0.140444994320948	0.0872545838065877	0.157477080967062	"moderate"
"D237327"	0.140338164251208	0.0877546733879437	0.157923755513548	"moderate"
"D237337"	0.140947171499451	0.0879254951401033	0.158399080889829	"moderate"
"D237339"	0.137460055664365	0.0869601072054427	0.155690135037625	"moderate"
"D237340"	0.141099211341946	0.0872331502337333	0.157782755904706	"moderate"
"D237352"	0.139070941457798	0.0873261890000886	0.156861659728988	"moderate"
"D237355"	0.137330898918394	0.0891230767588114	0.157788526218008	"moderate"
"D237360"	0.138256287376512	0.0874800743215116	0.156608218009767	"moderate"
"D237361"	0.138623390415505	0.0877251205805567	0.157036815788309	"moderate"
"D237369"	0.139630015353397	0.0854958717615607	0.155310879438259	"moderate"
"D237370"	0.135521118201155	0.0873703173156227	0.1551308764162	"moderate"
"D237371"	0.141167000307161	0.0858038617563259	0.156387361909906	"moderate"
"D237378"	0.141385124586274	0.0861487541372635	0.1568413164304	"moderate"
"D237379"	0.138813330960673	0.0864071993288761	0.155813864809213	"moderate"
"D237385"	0.141485484993654	0.085790033984359	0.156532776481186	"moderate"
"D237389"	0.136766896194444	0.0875299501370691	0.155913398234291	"moderate"
"D237391"	0.143845943675939	0.0847289543720464	0.156651926210016	"moderate"
"D237394"	0.144043167005022	0.0839192221391174	0.155940805641628	"moderate"
"D243901"	0.141138934739724	0.0861246426989814	0.156694110068843	"moderate"
"D243906"	0.13726872246696	0.0866960352422907	0.155330396475771	"moderate"
"D243907"	0.139721208300713	0.0858133458054152	0.155673949955772	"moderate"
"D243916"	0.138129322824513	0.0888390702911372	0.157903731703394	"moderate"
"D243918"	0.137547221406362	0.0879609467575478	0.156734557460729	"moderate"
"D243930"	0.139565397309218	0.0872031409279464	0.156985839582555	"moderate"
"D243937"	0.138330947023931	0.0878911842912661	0.157056657803232	"moderate"
"D243940"	0.141581321628871	0.0866455336096887	0.157436194424124	"moderate"
"D243950"	0.14106808402936	0.0863882561376867	0.156922298152366	"moderate"
"D244001"	0.139004484667286	0.0867237687366167	0.15622601107026	"moderate"
"D244005"	0.138703909236651	0.0871254162042175	0.156477370822543	"moderate"
"D244017"	0.138352578906851	0.0873389787015653	0.156515268154991	"moderate"
"D244025"	0.139273521918208	0.0886093795631464	0.158246140522251	"moderate"
"D244027"	0.139956842841078	0.0871349117101784	0.157113333130718	"moderate"
"D244029"	0.140521690049992	0.0859639574262216	0.156224802451218	"moderate"
"D244032"	0.139826881004471	0.0887049895896086	0.158618430091844	"moderate"
"D244033"	0.141062469655284	0.0858148567729406	0.156346091600583	"moderate"
"D244042"	0.14160450202853	0.0858828385330152	0.15668508954728	"moderate"
"D244045"	0.138945223032761	0.0879821614149792	0.15745477293136	"moderate"
"D244054"	0.143337313253133	0.085324129350738	0.156992785977304	"moderate"
"D244055"	0.142809847709625	0.0861072653945705	0.157512189249383	"moderate"
"D244073"	0.140734972898633	0.085632230402071	0.155999716851387	"moderate"
"D244077"	0.141701419520411	0.0862639345577031	0.157114644317908	"moderate"
"D244083"	0.142832571127929	0.0848172730583998	0.156233558622364	"moderate"
"D244086"	0.143020282766218	0.0866691594829764	0.158179300866085	"moderate"
"D244087"	0.137915416976992	0.0874313090038044	0.156389017492301	"moderate"
"D244090"	0.143175655317867	0.0866827357637843	0.158270563422718	"moderate"
"D244112"	0.125570131180626	0.0944500504540868	0.1572351160444	"moderate"
"D244123"	0.14017542254881	0.0874266955310953	0.1575144068055	"moderate"
"D244139"	0.133933151404477	0.0895828631224737	0.156549438824712	"moderate"
"D244143"	0.140948987397834	0.0876514876998027	0.15812598139872	"moderate"
"D244144"	0.137432151165163	0.088621801412072	0.157337876994654	"moderate"
"D244147"	0.135831428887837	0.0894200082553937	0.157335722699312	"moderate"
"D244162"	0.140106568295932	0.0880520545137821	0.158105338661748	"moderate"
"D244163"	0.135899498101337	0.0881427713357834	0.156092520386452	"moderate"
"D244168"	0.140394410343477	0.0870294652454767	0.157226670417215	"moderate"
"D244179"	0.141439205955335	0.087283408623359	0.158003011601026	"moderate"
"D244183"	0.142617298755809	0.0861739869085095	0.157482636286414	"moderate"
"D244186"	0.142347966169956	0.0865283930728957	0.157702376157874	"moderate"
"D247994"	0.144124421572493	0.0847149882758191	0.156777199062066	"moderate"
"D154288"	0.141647125414409	0.0865205789601358	0.157344141667341	"moderate"
"D229171"	0.139231367948472	0.0846126947242558	0.154228378698492	"moderate"
"D211376"	0.136530806070281	0.0886798553155374	0.156945258350678	"moderate"
"D229509"	0.140679451384785	0.0868165236707494	0.157156249363142	"moderate"
"D229518"	0.141215471846858	0.0855358243801862	0.156143560303615	"moderate"
"D229556"	0.128341446750363	0.0937526688871808	0.157923392262362	"moderate"
"D229560"	0.14258996187926	0.0859300745040727	0.157225055443703	"moderate"
"D229630"	0.140975580148502	0.0853480891010986	0.155835879175349	"moderate"
"D229635"	0.140158035130102	0.0869293874880467	0.157008405053098	"moderate"
"D229638"	0.143414308000891	0.0862491642522844	0.15795631825273	"moderate"
"D229646"	0.141133847430526	0.0868298014451394	0.157396725160402	"moderate"
"D229675"	0.140139577937949	0.0861181316109707	0.156187920579945	"moderate"
"D229735"	0.135840289719733	0.0871209101572732	0.155041055017139	"moderate"
"D229753"	0.137867359394072	0.0893764410086278	0.158310120705664	"moderate"
"D229777"	0.138292505750837	0.0870293393599419	0.156175592235361	"moderate"
"D154259"	0.162862169323661	0.105827288128231	0.187258372790061	"low"
"D154280"	0.167331634358289	0.105949197860963	0.189615015040107	"low"
"D154299"	0.163356036880489	0.106589868815838	0.188267887256083	"low"
"D229167"	0.165620624492074	0.106324230644956	0.189134542890993	"low"
"D229170"	0.164948155292983	0.106206896551724	0.188680974198216	"low"
"D211308"	0.163194980198529	0.10685593786967	0.188453427968935	"low"
"D211312"	0.161371500471846	0.106647792806962	0.187333543042886	"low"
