id	n_total	n_genotyped	load_p	load_r	load_t
D237277	5130	4704	0.14795918367346939	0.08439625850340136	0.23235544217687074
D237278	5130	5011	0.14687687088405507	0.08102175214528039	0.22789862302933547
D237300	5130	4955	0.1501513622603431	0.07790110998990918	0.22805247225025227
D237304	5130	4666	0.143591941705958	0.08508358336905272	0.2286755250750107
D237307	5130	4530	0.1392935982339956	0.08344370860927153	0.22273730684326712
D237310	5130	4555	0.14533479692645446	0.0796926454445664	0.22502744237102085
D237311	5130	4737	0.1359510238547604	0.08570825416930547	0.22165927802406588
D237313	5130	4992	0.15364583333333334	0.08313301282051282	0.23677884615384615
D237325	5130	4992	0.14423076923076922	0.07992788461538461	0.22415865384615385
D237327	5130	4901	0.14037951438481944	0.08467659661293614	0.22505611099775555
D237337	5130	5001	0.14497100579884023	0.08378324335132974	0.22875424915016995
D237339	5130	4941	0.13600485731633272	0.08783647035013155	0.22384132766646428
D237340	5130	4962	0.13764611043933897	0.08625554212011285	0.22390165255945182
D237352	5130	4630	0.1302375809935205	0.08747300215982722	0.21771058315334774
D237355	5130	4824	0.13930348258706468	0.08395522388059702	0.2232587064676617
D237360	5130	4983	0.1356612482440297	0.08468793899257475	0.22034918723660446
D237361	5130	4673	0.13246308581211214	0.08752407447036165	0.21998716028247378
D237369	5130	4810	0.1417879417879418	0.08316008316008316	0.22494802494802496
D237370	5130	4664	0.12971698113207547	0.08404802744425385	0.21376500857632932
D237371	5130	4810	0.14345114345114346	0.08045738045738046	0.22390852390852392
D237378	5130	4870	0.1351129363449692	0.08295687885010267	0.21806981519507188
D237379	5130	4124	0.15106692531522795	0.07225994180407372	0.22332686711930164
D237385	5130	4932	0.14253852392538524	0.0786699107866991	0.22120843471208435
D237389	5130	4621	0.14585587535165548	0.08266608959099762	0.22852196494265312
D237391	5130	4929	0.147900182592818	0.08176100628930817	0.2296611888821262
D237394	5130	4718	0.14709622721492158	0.08075455701568461	0.2278507842306062
D243901	5130	5000	0.1442	0.083	0.2272
D243906	5130	4534	0.1407146007940009	0.0811645346272607	0.2218791354212616
D243907	5130	4918	0.14335095567303782	0.08235054900366003	0.22570150467669783
D243916	5130	5013	0.13804109315778976	0.08218631557949332	0.22022740873728305
D243918	5130	4970	0.13843058350100604	0.0909456740442656	0.22937625754527163
D243930	5130	4976	0.14007234726688103	0.08118971061093247	0.2212620578778135
D243937	5130	4977	0.13703033956198513	0.08378541289933696	0.22081575246132207
D243940	5130	4998	0.14425770308123248	0.08143257302921168	0.22569027611044418
D243950	5130	5004	0.14008792965627498	0.0837330135891287	0.22382094324540366
D244001	5130	5009	0.1411459373128369	0.08265122778997804	0.22379716510281494
D244005	5130	4882	0.13949201147070872	0.08275297009422368	0.22224498156493241
D244017	5130	4914	0.13654863654863655	0.08323158323158324	0.21978021978021978
D244025	5130	5005	0.13766233766233765	0.08191808191808192	0.21958041958041957
D244027	5130	4981	0.14234089540252962	0.08652880947600883	0.22886970487853844
D244029	5130	4989	0.14171176588494688	0.08238123872519543	0.2240930046101423
D244032	5130	4868	0.14174198849630237	0.07826622843056696	0.22000821692686934
D244033	5130	4997	0.14248549129477686	0.07524514708825294	0.2177306383830298
D244042	5130	5007	0.13940483323347314	0.08647892949870181	0.22588376273217495
D244045	5130	5006	0.1350379544546544	0.08629644426687974	0.22133439872153415
D244054	5130	5016	0.14294258373205743	0.08014354066985646	0.2230861244019139
D244055	5130	5031	0.14688928642417015	0.08010335917312661	0.22699264559729676
D244073	5130	5009	0.14933120383310042	0.07925733679377121	0.22858854062687164
D244077	5130	5040	0.14047619047619048	0.08392857142857142	0.2244047619047619
D244083	5130	4998	0.1360544217687075	0.08063225290116047	0.21668667466986793
D244086	5130	5028	0.15354017501988862	0.07577565632458234	0.22931583134447095
D244087	5130	5024	0.1357484076433121	0.0875796178343949	0.223328025477707
D244090	5130	5009	0.15352365741665003	0.08105410261529247	0.2345777600319425
D244112	5130	4984	0.1223916532905297	0.08788121990369181	0.2102728731942215
D244123	5130	4985	0.1456369107321966	0.0802407221664995	0.22587763289869608
D244139	5130	4956	0.13882163034705408	0.08494753833736884	0.22376916868442293
D244143	5130	5017	0.1449073151285629	0.08570859079130955	0.23061590591987244
D244144	5130	4944	0.1436084142394822	0.07605177993527508	0.2196601941747573
D244147	5130	4990	0.131062124248497	0.08597194388777556	0.21703406813627255
D244162	5130	4970	0.13762575452716297	0.08551307847082495	0.22313883299798792
D244163	5130	4979	0.13697529624422575	0.08656356698132155	0.2235388632255473
D244168	5130	5018	0.1428856117975289	0.08190514149063371	0.22479075328816261
D244179	5130	4829	0.14537171256989026	0.08096914475046593	0.2263408573203562
D244183	5130	5042	0.1503371677905593	0.0799285997619992	0.2302657675525585
D244186	5130	5005	0.14565434565434565	0.07572427572427573	0.22137862137862138
D247994	5130	4872	0.14080459770114942	0.08169129720853859	0.22249589490968802
D154288	5130	5007	0.1384062312762133	0.08348312362692231	0.2218893549031356
D229171	5130	4478	0.1413577489950871	0.0757034390352836	0.2170611880303707
D211376	5130	4997	0.13928357014208526	0.08545127076245747	0.22473484090454274
D229509	5130	4999	0.14542908581716343	0.08201640328065612	0.22744548909781956
D229518	5130	4968	0.13949275362318841	0.08313204508856682	0.22262479871175522
D229556	5130	4859	0.12595184194278658	0.08355628730191397	0.20950812924470055
D229560	5130	4964	0.14867042707493958	0.08158742949234489	0.23025785656728445
D229630	5130	4957	0.14060923945935042	0.07867661892273553	0.21928585838208595
D229635	5130	5021	0.144991037641904	0.08066122286397132	0.22565226050587534
D229638	5130	4977	0.14446453686960017	0.07976692786819368	0.22423146473779385
D229646	5130	5010	0.1435129740518962	0.08083832335329341	0.2243512974051896
D229675	5130	4875	0.1476923076923077	0.08287179487179487	0.23056410256410256
D229735	5130	4467	0.15200358182225207	0.07991940899932841	0.23192299082158047
D229753	5130	4915	0.14262461851475075	0.0762970498474059	0.21892166836215665
D229777	5130	4987	0.13775817124523762	0.08341688389813515	0.22117505514337277
